symbol,cqs_symbol,symbol_id,exchange_code,listed_market,ticker_designation,lot_size,price_scale_code,system_id,asset_type,price_multiplier
QCOM,QCOM,3331,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QCRH,QCRH,3332,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QDEC,QDEC,68560,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QDEF,QDEF,41229,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QDEL,QDEL,3333,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QDF,QDF,41228,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QDIV,QDIV,61252,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QDPL,QDPL,71119,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QDTE,QDTE,77289,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QDTY,QDTY,79460,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QDVO,QDVO,78227,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QEFA,QEFA,44375,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QEMM,QEMM,44376,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QETA,QETA,76704,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QETAR,QETAR,76705,NYSE,NASDAQ,Tape C,100,6,13,Rights,1e-06
QETAU,QETAU,76451,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
QETH,QETH,78022,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QFHD,QFHD,82197,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QFIN,QFIN,62640,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
QFLR,QFLR,76994,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QFRD,QFRD,82198,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QGEN,QGEN,3337,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
QGRD,QGRD,80605,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QGRO,QGRO,61731,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QGRW,QGRW,75024,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QH,QH,66961,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
QHDG,QHDG,78212,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QHY,QHY,52969,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QID,QID,16836,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QIDX,QIDX,79170,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QIG,QIG,52970,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QINT,QINT,61732,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QIPT,QIPT,69907,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QIS,QIS,75990,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QJUN,QJUN,70927,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QLC,QLC,51265,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QLD,QLD,16711,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QLDY,QLDY,81207,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QLTA,QLTA,39606,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QLTI,QLTI,78790,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QLTY,QLTY,76623,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QLV,QLV,64059,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QLVD,QLVD,64060,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QLVE,QLVE,64061,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QLYS,QLYS,40785,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QMAG,QMAG,78206,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QMAR,QMAR,69845,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QMCO,QMCO,5898,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QMFE,QMFE,79542,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QMID,QMID,77000,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QMMM,QMMM,78016,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
QMMY,QMMY,77677,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QMNV,QMNV,78918,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QMOM,QMOM,52080,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QNCX,QNCX,63592,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QNRX,QNRX,53577,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
QNST,QNST,32271,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QNTM,QNTM,65325,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QNXT,QNXT,78735,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QOWZ,QOWZ,76733,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QPUX,QPUX,80817,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QPX,QPX,68608,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QQA,QQA,78007,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQDN,QQDN,80357,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQEW,QQEW,16397,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQH,QQH,64827,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QQHG,QQHG,80052,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQJG,QQJG,72143,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQLV,QQLV,79004,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQMG,QQMG,72144,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQQ,QQQ,3345,NYSE,NASDAQ,Tape C,40,4,13,ETF,0.0001
QQQA,QQQA,70689,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQQD,QQQD,77282,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QQQE,QQQE,39781,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQQG,QQQG,78213,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQQH,QQQH,65266,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQQI,QQQI,77030,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQQJ,QQQJ,67867,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQQM,QQQM,67868,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQQP,QQQP,78549,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQQS,QQQS,74745,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQQT,QQQT,77874,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQQU,QQQU,77281,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QQQX,QQQX,18870,NYSE,NASDAQ,Tape C,100,6,14,Shares of Beneficiary interest,1e-06
QQQY,QQQY,76292,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QQUP,QQUP,80358,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQWZ,QQWZ,80053,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQXL,QQXL,80926,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QQXT,QQXT,19023,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QRFT,QRFT,63657,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QRHC,QRHC,31171,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QRMI,QRMI,71540,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QRVO,QRVO,3429,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QS,QS,67250,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QSEA,QSEA,80083,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
QSEAR,QSEAR,80084,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
QSEAU,QSEAU,79749,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
QSI,QSI,67972,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QSIAW,QSIAW,67973,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
QSIG,QSIG,52968,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QSIX,QSIX,78494,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QSML,QSML,77001,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QSOL,QSOL,82041,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QSPT,QSPT,71730,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QSR,QSR,40243,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
QSU,QSU,81488,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QTAC,QTAC,82055,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QTAP,QTAP,70075,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QTEC,QTEC,16398,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QTJA,QTJA,73095,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QTJL,QTJL,71041,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QTOC,QTOC,71889,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QTOP,QTOP,78736,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QTPI,QTPI,79117,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QTR,QTR,71541,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QTRX,QTRX,60256,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QTTB,QTTB,60839,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QTUM,QTUM,61690,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QTWO,QTWO,43778,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
QUAD,QUAD,32935,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
QUAL,QUAL,42360,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QUBT,QUBT,35989,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QUBX,QUBX,80451,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QUIK,QUIK,3352,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
QUIZ,QUIZ,80950,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QULL,QULL,69046,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QUMS,QUMS,81309,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
QUMSR,QUMSR,81310,NYSE,NASDAQ,Tape C,100,6,13,Rights,1e-06
QUMSU,QUMSU,80802,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
QURE,QURE,43496,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
QUS,QUS,49654,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QUSA,QUSA,80027,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QUVU,QUVU,76477,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
QVAL,QVAL,48329,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QVCC,QVCC,65145,NYSE,NYSE,Tape A,100,6,4,Misc/Liquid Trust,1e-06
QVCD,QVCD,61775,NYSE,NYSE,Tape A,100,6,2,Misc/Liquid Trust,1e-06
QVCGA,QVCGA,16479,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
QVCGP,QVCGP,67404,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
QVML,QVML,71009,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QVMM,QVMM,71010,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QVMS,QVMS,71011,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
QVOY,QVOY,74992,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
QWLD,QWLD,44377,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QXAS,QXAS,82231,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
QXO,QXO,42128,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
QXO PRB,QXOpB,80227,NYSE,NYSE,Tape A,100,6,3,Misc/Liquid Trust,1e-06
QXQ,QXQ,77848,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
QYLD,QYLD,43277,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
QYLG,QYLG,67580,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
R,R,8828,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
RA,RA,54593,NYSE,NYSE,Tape A,100,6,7,Closed-End Fund,1e-06
RAA,RAA,79558,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
RAAA,RAAA,80596,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RAAQ,RAAQ,80250,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
RAAQU,RAAQU,79991,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
RAAQW,RAAQW,80251,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
RAAX,RAAX,60876,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RAC,RAC,79945,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
RAC U,RAC.U,79555,NYSE,NYSE,Tape A,100,6,6,Units,1e-06
RAC WS,RAC.WS,79946,NYSE,NYSE,Tape A,100,6,7,Warrants,1e-06
RACE,RACE,51751,NYSE,NYSE,Tape A,40,6,9,Common Stock,1e-06
RADX,RADX,78973,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
RAFE,RAFE,65257,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RAIL,RAIL,3366,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RAIN,RAIN,79185,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RAINW,RAINW,79186,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
RAL,RAL,80479,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
RAMP,RAMP,72,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
RAND,RAND,3368,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RANG,RANG,79235,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
RANGR,RANGR,79236,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
RANGU,RANGU,79146,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
RANI,RANI,71294,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RAPP,RAPP,77805,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RAPT,RAPT,64924,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RARE,RARE,43478,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RAUS,RAUS,81151,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
RAVE,RAVE,3326,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RAVI,RAVI,40837,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RAY,RAY,77645,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
RAYA,RAYA,74989,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
RAYJ,RAYJ,77463,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RB,RB,80492,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
RBA,RBA,8841,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
RBB,RBB,59253,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RBBN,RBBN,3750,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RBC,RBC,3479,NYSE,NYSE,Tape A,40,4,5,Common Stock,0.0001
RBCAA,RBCAA,3376,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RBIL,RBIL,79549,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
RBKB,RBKB,62816,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RBLD,RBLD,29026,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RBLU,RBLU,79606,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
RBLX,RBLX,69591,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
RBLY,RBLY,80732,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RBNE,RBNE,79893,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RBOT,RBOT,67437,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
RBRK,RBRK,77538,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
RBUF,RBUF,77949,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
RC,RC,41454,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
RC PRC,RCpC,69831,NYSE,NYSE,Tape A,100,6,9,Preferred Stock,1e-06
RC PRE,RCpE,70898,NYSE,NYSE,Tape A,100,6,9,Preferred Stock,1e-06
RCAT,RCAT,64761,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RCB,RCB,64161,NYSE,NYSE,Tape A,100,6,4,Misc/Liquid Trust,1e-06
RCC,RCC,69219,NYSE,NYSE,Tape A,100,6,8,Misc/Liquid Trust,1e-06
RCD,RCD,79115,NYSE,NYSE,Tape A,100,6,6,Misc/Liquid Trust,1e-06
RCEL,RCEL,40497,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
RCG,RCG,3415,NYSE,NYSE American,Tape B,100,6,10,Closed-End Fund,1e-06
RCGE,RCGE,79576,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
RCI,RCI,8909,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
RCKT,RCKT,49323,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RCKTW,RCKTW,75321,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
RCKY,RCKY,3390,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RCL,RCL,8866,NYSE,NYSE,Tape A,40,6,6,Common Stock,1e-06
RCLO,RCLO,81500,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RCMT,RCMT,3391,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RCON,RCON,31274,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
RCS,RCS,8869,NYSE,NYSE,Tape A,100,6,5,Closed-End Fund,1e-06
RCT,RCT,79759,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
RCTR,RCTR,80761,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RCUS,RCUS,60765,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
RDAC,RDAC,78986,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
RDACR,RDACR,78987,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
RDACU,RDACU,78674,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
RDAG,RDAG,80448,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
RDAGU,RDAGU,80008,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
RDAGW,RDAGW,80449,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
RDCM,RDCM,3397,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
RDDT,RDDT,77366,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
RDFI,RDFI,67935,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
RDGT,RDGT,32569,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RDHL,RDHL,41256,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
RDI,RDI,8873,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RDIB,RDIB,8874,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RDIV,RDIV,42782,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RDN,RDN,8876,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
RDNT,RDNT,18338,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RDNW,RDNW,59863,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RDOG,RDOG,27896,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RDTE,RDTE,78328,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
RDTL,RDTL,79785,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
RDTY,RDTY,79514,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
RDVI,RDVI,74765,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
RDVT,RDVT,60779,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RDVY,RDVY,43346,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
RDW,RDW,68764,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
RDWR,RDWR,3402,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RDY,RDY,8880,NYSE,NYSE,Tape A,100,6,4,ADR,1e-06
RDYY,RDYY,81091,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RDZN,RDZN,73204,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
RDZNW,RDZNW,73205,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
REAI,REAI,75855,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
REAL,REAL,63954,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
REAX,REAX,69943,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REBN,REBN,74443,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
RECS,RECS,64646,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RECT,RECT,77875,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
REE,REE,68736,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REED,REED,81843,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
REET,REET,44589,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
REFA,REFA,82009,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
REFI,REFI,72807,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REFR,REFR,3409,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REG,REG,8886,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REGCO,REGCO,76186,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
REGCP,REGCP,76187,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
REGL,REGL,49310,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
REGN,REGN,3410,NYSE,NASDAQ,Tape C,40,4,14,Common Stock,0.0001
REI,REI,28110,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
REIT,REIT,69362,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
REK,REK,32421,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
REKR,REKR,60385,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REKT,REKT,78002,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RELL,RELL,3411,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RELX,RELX,9019,NYSE,NYSE,Tape A,100,6,1,ADR,1e-06
RELY,RELY,71790,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REM,REM,24457,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
REMC,REMC,82011,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
REMG,REMG,80233,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
REMX,REMX,35923,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
RENT,RENT,72150,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
RENX,RENX,76330,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REPL,REPL,61276,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REPX,REPX,9491,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
RERE,RERE,70903,NYSE,NYSE,Tape A,100,6,6,US Depositary Shares,1e-06
RES,RES,8893,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
RESM,RESM,82010,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RETL,RETL,33976,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
RETO,RETO,60190,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REVB,REVB,68158,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REVBW,REVBW,68159,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
REVG,REVG,56567,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
REVS,REVS,64647,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
REW,REW,18926,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
REX,REX,8998,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
REXR,REXR,42358,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
REXR PRB,REXRpB,60129,NYSE,NYSE,Tape A,100,6,3,Preferred Stock,1e-06
REXR PRC,REXRpC,64644,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
REYN,REYN,65493,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
REZ,REZ,24460,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
REZI,REZI,61962,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
RF,RF,8902,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
RF PRC,RFpC,63546,NYSE,NYSE,Tape A,100,6,9,Preferred Stock,1e-06
RF PRE,RFpE,70494,NYSE,NYSE,Tape A,100,6,4,Preferred Stock,1e-06
RF PRF,RFpF,78070,NYSE,NYSE,Tape A,100,6,3,Preferred Stock,1e-06
RFAI,RFAI,77966,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
RFAIR,RFAIR,77967,NYSE,NASDAQ,Tape C,100,6,13,Rights,1e-06
RFAIU,RFAIU,77668,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
