symbol,cqs_symbol,symbol_id,exchange_code,listed_market,ticker_designation,lot_size,price_scale_code,system_id,asset_type,price_multiplier
A,A,4541,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AA,AA,54151,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AAA,AAA,67457,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AAAA,AAAA,80651,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AAAC,AAAC,82014,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AAAU,AAAU,61426,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AACB,AACB,79891,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AACBR,AACBR,79892,NYSE,NASDAQ,Tape C,100,6,13,Rights,1e-06
AACBU,AACBU,79038,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
AACG,AACG,26933,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
AADR,AADR,35465,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AAEQ,AAEQ,81998,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AAL,AAL,43256,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AALG,AALG,80617,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AAM,AAM,78408,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AAM U,AAM.U,78093,NYSE,NYSE,Tape A,100,6,6,Units,1e-06
AAM WS,AAM.WS,78411,NYSE,NYSE,Tape A,100,6,2,Warrants,1e-06
AAME,AAME,6,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AAMI,AAMI,46134,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AAOI,AAOI,42753,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AAON,AAON,8,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AAP,AAP,4550,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
AAPB,AAPB,74377,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AAPD,AAPD,74378,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AAPG,AAPG,79317,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
AAPL,AAPL,9,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AAPR,AAPR,77447,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AAPU,AAPU,74379,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AAPW,AAPW,79500,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
AAPX,AAPX,76922,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AAPY,AAPY,76521,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AARD,AARD,79454,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AAT,AAT,36352,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AAUC,AAUC,80311,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AAUM,AAUM,81334,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AAUS,AAUS,80691,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AAVM,AAVM,57232,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AAXJ,AAXJ,28658,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AB,AB,16150,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ABAT,ABAT,53193,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABBV,ABBV,41179,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
ABCB,ABCB,18,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ABCL,ABCL,68458,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ABCS,ABCS,76837,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ABEO,ABEO,16689,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABEQ,ABEQ,65435,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
ABEV,ABEV,4571,NYSE,NYSE,Tape A,100,6,8,US Depositary Shares,1e-06
ABFL,ABFL,53996,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
ABG,ABG,4555,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
ABI,ABI,80504,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ABIG,ABIG,79909,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ABLD,ABLD,72897,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
ABLG,ABLG,58896,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ABLS,ABLS,79505,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ABLV,ABLV,74594,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ABLVW,ABLVW,74596,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
ABM,ABM,4560,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
ABNB,ABNB,68435,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABNG,ABNG,81753,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ABNY,ABNY,77884,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ABOS,ABOS,71048,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ABOT,ABOT,68393,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ABP,ABP,73628,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABPWW,ABPWW,73629,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
ABR,ABR,4567,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ABR PRD,ABRpD,70789,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
ABR PRE,ABRpE,71440,NYSE,NYSE,Tape A,100,6,4,Preferred Stock,1e-06
ABR PRF,ABRpF,72058,NYSE,NYSE,Tape A,100,6,7,Preferred Stock,1e-06
ABSI,ABSI,71216,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABT,ABT,4570,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ABTC,ABTC,81056,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABTS,ABTS,52168,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ABUS,ABUS,36088,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABVC,ABVC,54726,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABVE,ABVE,70109,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ABVEW,ABVEW,70110,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
ABVX,ABVX,76502,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
ABX,ABX,67482,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
ABXB,ABXB,68392,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
ABXL,ABXL,76671,NYSE,NYSE,Tape A,100,6,9,Misc/Liquid Trust,1e-06
ACA,ACA,61981,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
ACAD,ACAD,39,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACB,ACB,62018,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACCL,ACCL,81473,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ACCO,ACCO,4554,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
ACCS,ACCS,27752,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
ACDC,ACDC,74026,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACEI,ACEI,81260,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
ACEL,ACEL,59410,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
ACEP,ACEP,81846,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ACES,ACES,61210,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACET,ACET,60604,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACFN,ACFN,17245,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACGL,ACGL,53,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACGLN,ACGLN,70854,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
ACGLO,ACGLO,59416,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
ACGR,ACGR,71036,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACH,ACH,8335,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
ACHC,ACHC,38980,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACHR,ACHR,68543,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ACHR WS,ACHR.WS,68544,NYSE,NYSE,Tape A,100,6,2,Warrants,1e-06
ACHV,ACHV,19128,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACI,ACI,66836,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
ACIC,ACIC,29175,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACII,ACII,81259,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACIO,ACIO,63998,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
ACIU,ACIU,53979,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACIW,ACIW,4107,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACKY,ACKY,81089,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACLC,ACLC,66985,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACLO,ACLO,78911,NYSE,NYSE,Tape A,100,6,2,ETF,1e-06
ACLS,ACLS,56,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACLX,ACLX,73401,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACM,ACM,24512,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ACMR,ACMR,60010,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACN,ACN,4590,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
ACNB,ACNB,10256,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACNT,ACNT,3918,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACOG,ACOG,72430,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACON,ACON,73922,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACONW,ACONW,73923,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
ACP,ACP,36439,NYSE,NYSE,Tape A,100,6,2,Closed-End Fund,1e-06
ACP PRA,ACPpA,70642,NYSE,NYSE,Tape A,100,6,2,Preferred Stock,1e-06
ACR,ACR,16009,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
ACR PRC,ACRpC,44452,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
ACR PRD,ACRpD,70767,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
ACRE,ACRE,39938,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
ACRS,ACRS,51480,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACRV,ACRV,74884,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACSG,ACSG,81462,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ACSI,ACSI,54249,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ACSV,ACSV,81463,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
ACT,ACT,70593,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACTG,ACTG,64,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ACTU,ACTU,78160,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ACU,ACU,4597,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
ACV,ACV,49979,NYSE,NYSE,Tape A,100,6,1,Closed-End Fund,1e-06
ACVA,ACVA,69909,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
ACVF,ACVF,68008,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACVT,ACVT,79989,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ACWI,ACWI,27586,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
ACWV,ACWV,38948,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ACWX,ACWX,27587,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ACXP,ACXP,70860,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AD,AD,9784,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
ADACU,ADACU,82085,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
ADAG,ADAG,69127,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
ADAM,ADAM,28078,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ADAMG,ADAMG,79255,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
ADAMH,ADAMH,80602,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
ADAMI,ADAMI,77953,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
ADAML,ADAML,71085,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
ADAMM,ADAMM,64870,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
ADAMN,ADAMN,59861,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
ADAMO,ADAMO,82208,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
ADAMZ,ADAMZ,72630,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
ADBE,ADBE,75,NYSE,NASDAQ,Tape C,40,6,13,Common Stock,1e-06
ADBG,ADBG,79763,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ADC,ADC,4602,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
ADC PRA,ADCpA,71744,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
ADCT,ADCT,66432,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
ADEA,ADEA,4118,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADFI,ADFI,67275,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ADGM,ADGM,69368,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ADI,ADI,4606,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADIL,ADIL,61333,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADIV,ADIV,69998,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
ADM,ADM,4608,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
ADMA,ADMA,43150,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADME,ADME,53294,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
ADNT,ADNT,54144,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
ADP,ADP,4610,NYSE,NASDAQ,Tape C,40,6,14,Common Stock,1e-06
ADPT,ADPT,63936,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADPV,ADPV,74840,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ADSE,ADSE,73021,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ADSEW,ADSEW,73022,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
ADSK,ADSK,93,NYSE,NASDAQ,Tape C,40,6,14,Common Stock,1e-06
ADT,ADT,60451,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ADTN,ADTN,97,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ADTX,ADTX,66803,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADUR,ADUR,76561,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADUS,ADUS,31717,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADV,ADV,64451,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ADVB,ADVB,79643,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ADVE,ADVE,76353,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ADX,ADX,4612,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
ADXN,ADXN,65475,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
AEAQ,AEAQ,82280,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AEAQU,AEAQU,81946,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
AEAQW,AEAQW,82281,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
AEBI,AEBI,80547,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AEC,AEC,53688,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AEE,AEE,4621,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AEF,AEF,5402,NYSE,NYSE American,Tape B,100,6,11,Closed-End Fund,1e-06
AEFC,AEFC,64882,NYSE,NYSE,Tape A,100,6,5,Misc/Liquid Trust,1e-06
AEG,AEG,4624,NYSE,NYSE,Tape A,100,6,3,Misc/Liquid Trust,1e-06
AEHL,AEHL,32215,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AEHR,AEHR,105,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AEI,AEI,67220,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AEIS,AEIS,106,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AEM,AEM,4626,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AEMD,AEMD,10303,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AEMS,AEMS,80537,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AENT,AENT,75689,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AENTW,AENTW,75968,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
AEO,AEO,108,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
AEON,AEON,70198,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
AEP,AEP,4629,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AER,AER,18300,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AERO,AERO,81625,NYSE,NYSE,Tape A,100,6,1,US Depositary Shares,1e-06
AERT,AERT,72865,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
AERTW,AERTW,72866,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
AES,AES,4631,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AESI,AESI,75403,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AESR,AESR,65251,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
AETH,AETH,76410,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AEVA,AEVA,65688,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AEVAW,AEVAW,65689,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
AEXA,AEXA,81256,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AEYE,AEYE,61686,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AFB,AFB,4637,NYSE,NYSE,Tape A,100,6,1,Closed-End Fund,1e-06
AFBI,AFBI,57204,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AFCG,AFCG,69136,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AFG,AFG,4640,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AFGB,AFGB,63266,NYSE,NYSE,Tape A,100,6,4,Misc/Liquid Trust,1e-06
AFGC,AFGC,65164,NYSE,NYSE,Tape A,100,6,7,Misc/Liquid Trust,1e-06
AFGD,AFGD,66607,NYSE,NYSE,Tape A,100,6,1,Misc/Liquid Trust,1e-06
AFGE,AFGE,67548,NYSE,NYSE,Tape A,100,6,9,Misc/Liquid Trust,1e-06
AFIF,AFIF,61776,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AFIX,AFIX,79007,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AFJK,AFJK,76967,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AFJKR,AFJKR,76968,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
AFJKU,AFJKU,76714,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
AFK,AFK,28432,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AFL,AFL,4643,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AFLG,AFLG,65162,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AFMC,AFMC,65161,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AFOS,AFOS,80503,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AFRI,AFRI,69058,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AFRIW,AFRIW,69059,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
AFRM,AFRM,68748,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AFRU,AFRU,81175,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
AFSC,AFSC,79487,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AFSM,AFSM,65160,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AFYA,AFYA,64102,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AG,AG,32285,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AGAE,AGAE,59936,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AGCC,AGCC,81509,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AGCO,AGCO,4647,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AGD,AGD,16904,NYSE,NYSE,Tape A,100,6,6,Closed-End Fund,1e-06
AGEM,AGEM,79488,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AGEN,AGEN,129,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AGG,AGG,4651,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGGA,AGGA,80005,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AGGH,AGGH,73483,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AGGS,AGGS,77563,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGGY,AGGY,50269,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGH,AGH,79438,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AGI,AGI,37346,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AGIG,AGIG,12580,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
AGIO,AGIO,42388,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AGIQ,AGIQ,81047,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGIX,AGIX,78011,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AGL,AGL,70222,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AGM,AGM,4654,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AGM A,AGM.A,4655,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
AGM PRD,AGMpD,63644,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
AGM PRE,AGMpE,66542,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
AGM PRF,AGMpF,67364,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
AGM PRG,AGMpG,70773,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
AGM PRH,AGMpH,81041,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
AGMH,AGMH,60899,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AGMI,AGMI,77566,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AGNC,AGNC,27931,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AGNCL,AGNCL,74623,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
AGNCM,AGNCM,63126,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
AGNCN,AGNCN,59441,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
AGNCO,AGNCO,64779,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
AGNCP,AGNCP,65564,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
AGNCZ,AGNCZ,81119,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
AGNG,AGNG,53043,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AGO,AGO,4657,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AGOX,AGOX,70535,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGPU,AGPU,42595,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AGQ,AGQ,29621,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AGQI,AGQI,76666,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGRH,AGRH,74204,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGRO,AGRO,36451,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AGRW,AGRW,79806,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGRZ,AGRZ,81343,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
AGX,AGX,10320,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AGYS,AGYS,135,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AGZ,AGZ,29285,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AGZD,AGZD,43306,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AHCO,AHCO,60895,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AHG,AHG,60011,NYSE,NASDAQ,Tape C,100,6,13,ADR,1e-06
AHH,AHH,41954,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
AHH PRA,AHHpA,63870,NYSE,NYSE,Tape A,100,6,4,Preferred Stock,1e-06
AHL,AHL,80066,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AHL PRD,AHLpD,53970,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
AHL PRE,AHLpE,64305,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
AHL PRF,AHLpF,78988,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
