symbol|cqs_symbol|symbol_id|exchange_code|listed_market|ticker_designation|lot_size|price_scale_code|system_id|asset_type||
BSAC|BSAC|9053|N|N|A|100|6|3|H||
BSBK|BSBK|65414|N|Q|C|100|6|14|C||
BSBR|BSBR|31655|N|N|A|100|6|3|H||
BSCQ|BSCQ|53885|N|Q|C|100|6|13|E||
BSCR|BSCR|59660|N|Q|C|100|6|14|E||
BSCS|BSCS|61383|N|Q|C|100|6|13|E||
BSCT|BSCT|64481|N|Q|C|100|6|14|E||
BSCU|BSCU|67499|N|Q|C|100|6|13|E||
BSCV|BSCV|71662|N|Q|C|100|6|13|E||
BSCW|BSCW|74565|N|Q|C|100|6|13|E||
BSCX|BSCX|76333|N|Q|C|100|6|13|E||
BSCY|BSCY|77830|N|Q|C|100|6|14|E||
BSCZ|BSCZ|80336|N|Q|C|100|6|13|E||
BSEP|BSEP|64394|N|Z|B|100|6|10|E||
BSET|BSET|587|N|Q|C|100|6|13|C||
BSJQ|BSJQ|61382|N|Q|C|100|6|13|E||
BSJR|BSJR|64480|N|Q|C|100|6|14|E||
BSJS|BSJS|67500|N|Q|C|100|6|14|E||
BSJT|BSJT|71663|N|Q|C|100|6|13|E||
BSJU|BSJU|74566|N|Q|C|100|6|13|E||
BSJV|BSJV|76334|N|Q|C|100|6|13|E||
BSJW|BSJW|77831|N|Q|C|100|6|14|E||
BSJX|BSJX|80337|N|Q|C|100|6|14|E||
BSL|BSL|32751|N|N|A|100|6|6|U||
BSM|BSM|49743|N|N|A|100|6|8|C||
BSMC|BSMC|76444|N|Z|B|100|6|10|E||
BSMQ|BSMQ|64666|N|Q|C|100|6|13|E||
BSMR|BSMR|64667|N|Q|C|100|6|14|E||
BSMS|BSMS|64668|N|Q|C|100|6|13|E||
BSMT|BSMT|64669|N|Q|C|100|6|14|E||
BSMU|BSMU|67501|N|Q|C|100|6|14|E||
BSMV|BSMV|71664|N|Q|C|100|6|14|E||
BSMW|BSMW|75349|N|Q|C|100|6|13|E||
BSMY|BSMY|78354|N|Q|C|100|6|13|E||
BSMZ|BSMZ|81193|N|Q|C|100|6|13|E||
BSOL|BSOL|81553|N|P|B|100|6|11|E||
BSR|BSR|75618|N|P|B|100|6|10|E||
BSRR|BSRR|592|N|Q|C|100|6|13|C||
BSSX|BSSX|76335|N|Q|C|100|6|14|E||
BST|BST|48377|N|N|A|100|6|3|U||
BSTP|BSTP|73642|N|P|B|100|6|11|E||
BSTZ|BSTZ|63923|N|N|A|100|6|3|U||
BSV|BSV|24593|N|P|B|100|6|11|E||
BSVN|BSVN|61803|N|Q|C|100|6|13|C||
BSVO|BSVO|75429|N|Q|C|100|6|13|E||
BSX|BSX|5205|N|N|A|100|6|8|C||
BSY|BSY|67610|N|Q|C|100|6|14|C||
BTA|BTA|16144|N|N|A|100|6|4|U||
BTAI|BTAI|60744|N|Q|C|100|6|14|C||
BTAL|BTAL|38753|N|P|B|100|6|10|E||
BTBD|BTBD|72357|N|Q|C|100|6|13|C||
BTBDW|BTBDW|72358|N|Q|C|100|6|14|W||
BTBT|BTBT|60791|N|Q|C|100|6|14|O||
BTC|BTC|78092|N|P|B|100|6|10|E||
BTCC|BTCC|79857|N|P|B|100|6|10|E||
BTCI|BTCI|78690|N|Z|B|100|6|10|E||
BTCL|BTCL|77979|N|Z|B|100|6|10|E||
BTCO|BTCO|76924|N|Z|B|100|6|11|E||
BTCS|BTCS|43670|N|Q|C|100|6|13|C||
BTCT|BTCT|61985|N|Q|C|100|6|13|O||
BTCW|BTCW|76925|N|Z|B|100|6|11|E||
BTCZ|BTCZ|77980|N|Z|B|100|6|10|E||
BTDR|BTDR|71263|N|Q|C|100|6|13|O||
BTE|BTE|75312|N|N|A|100|6|8|C||
BTF|BTF|72075|N|Q|C|100|6|13|E||
BTFL|BTFL|82121|N|Z|B|100|6|11|E||
BTG|BTG|37362|N|A|B|100|6|10|C||
BTGD|BTGD|78686|N|Q|C|100|6|14|E||
BTGO|BTGO|82232|N|N|A|100|6|7|C||
BTI|BTI|5211|N|N|A|100|6|9|H||
BTM|BTM|73902|N|Q|C|100|6|13|C||
BTMD|BTMD|70339|N|Q|C|100|6|13|C||
BTMWW|BTMWW|73904|N|Q|C|100|6|14|W||
BTO|BTO|5215|N|N|A|100|6|9|U||
BTOC|BTOC|77634|N|Q|C|100|6|13|C||
BTOG|BTOG|64293|N|Q|C|100|6|13|O||
BTOP|BTOP|76411|N|P|B|100|6|10|E||
BTOT|BTOT|82000|N|P|B|100|6|10|E||
BTQ|BTQ|77797|N|Q|C|100|6|13|C||
BTR|BTR|75617|N|P|B|100|6|10|E||
BTRN|BTRN|77374|N|P|B|100|6|10|E||
BTSG|BTSG|77011|N|Q|C|100|6|13|C||
BTSGU|BTSGU|77012|N|Q|C|100|6|14|I||
BTT|BTT|40642|N|N|A|100|6|7|U||
BTTC|BTTC|30878|N|Q|C|100|6|14|O||
BTU|BTU|56968|N|N|A|100|6|8|C||
BTX|BTX|69942|N|N|A|100|6|8|U||
BTZ|BTZ|18513|N|N|A|100|6|7|U||
BU|BU|81795|N|Q|C|100|6|13|E||
BUCK|BUCK|74806|N|P|B|100|6|10|E||
BUD|BUD|31254|N|N|A|100|6|4|H||
BUDA|BUDA|82163|N|A|B|100|6|10|C||
BUFB|BUFB|73438|N|Z|B|100|6|10|E||
BUFC|BUFC|76792|N|Q|C|100|6|14|E||
BUFD|BUFD|68835|N|Z|B|100|6|10|E||
BUFF|BUFF|54163|N|Z|B|100|6|10|E||
BUFG|BUFG|72139|N|Z|B|100|6|11|E||
BUFH|BUFH|80473|N|Z|B|100|6|11|E||
BUFI|BUFI|79053|N|Q|C|100|6|14|E||
BUFM|BUFM|79054|N|Q|C|100|6|14|E||
BUFP|BUFP|77841|N|Z|B|100|6|11|E||
BUFQ|BUFQ|74163|N|Z|B|100|6|10|E||
BUFR|BUFR|67195|N|Z|B|100|6|10|E||
BUFS|BUFS|77739|N|Z|B|100|6|10|E||
BUFT|BUFT|72140|N|Z|B|100|6|10|E||
BUFX|BUFX|80474|N|Z|B|100|6|10|E||
BUFY|BUFY|78511|N|Z|B|100|6|10|E||
BUFZ|BUFZ|76514|N|Z|B|100|6|10|E||
BUG|BUG|64915|N|Q|C|100|6|13|E||
BUI|BUI|39206|N|N|A|100|6|7|U||
BUL|BUL|63530|N|P|B|100|6|11|E||
BULD|BULD|73905|N|Q|C|100|6|14|E||
BULG|BULG|80839|N|Q|C|100|6|13|E||
BULL|BULL|74468|N|Q|C|100|6|13|C||
BULLW|BULLW|74469|N|Q|C|100|6|14|W||
BULU|BULU|80763|N|Z|B|100|6|10|E||
BULX|BULX|81049|N|Q|C|100|6|14|E||
BULZ|BULZ|71456|N|P|B|100|6|10|E||
BUR|BUR|67913|N|N|A|100|6|5|O||
BURL|BURL|42794|N|N|A|40|6|8|C||
BURU|BURU|78108|N|A|B|100|6|10|C||
BUSA|BUSA|76445|N|Z|B|100|6|11|E||
BUSE|BUSE|608|N|Q|C|100|6|14|C||
BUSEP|BUSEP|80274|N|Q|C|100|6|13|P||
BUUU|BUUU|80891|N|Q|C|100|6|14|O||
BUXX|BUXX|76125|N|N|A|100|6|3|E||
BUYO|BUYO|78622|N|P|B|100|6|10|E||
BUYW|BUYW|74593|N|Z|B|100|6|10|E||
BUYZ|BUYZ|65680|N|Z|B|100|6|10|E||
BUZZ|BUZZ|69475|N|P|B|100|6|10|E||
BV|BV|61200|N|N|A|100|6|7|C||
BVAL|BVAL|80434|N|P|B|100|6|10|E||
BVC|BVC|69981|N|Q|C|100|6|13|O||
BVFL|BVFL|55059|N|Q|C|100|6|14|C||
BVN|BVN|5225|N|N|A|100|6|8|A||
BVS|BVS|69158|N|Q|C|100|6|14|C||
BW|BW|50116|N|N|A|100|6|3|C||
BW PRA|BWpA|70590|N|N|A|100|6|6|P||
BWA|BWA|5229|N|N|A|100|6|2|C||
BWAY|BWAY|63446|N|Q|C|100|6|14|H||
BWB|BWB|60766|N|Q|C|100|6|13|C||
BWBBP|BWBBP|71459|N|Q|C|100|6|14|M||
BWEB|BWEB|74712|N|P|B|100|6|10|E||
BWEN|BWEN|27347|N|Q|C|100|6|14|C||
BWET|BWET|75660|N|P|B|100|6|10|E||
BWFG|BWFG|26554|N|Q|C|100|6|14|C||
BWG|BWG|39814|N|N|A|100|6|4|U||
BWIN|BWIN|64879|N|Q|C|100|6|14|C||
BWLP|BWLP|77547|N|N|A|100|6|2|C||
BWMN|BWMN|70500|N|Q|C|100|6|14|C||
BWMX|BWMX|62016|N|N|A|100|6|9|O||
BWNB|BWNB|72968|N|N|A|100|6|7|M||
BWOW|BWOW|81894|N|P|B|100|6|10|E||
BWTG|BWTG|76610|N|Z|B|100|6|10|E||
BWX|BWX|25785|N|P|B|100|6|10|E||
BWXT|BWXT|33455|N|N|A|100|6|1|C||
BWZ|BWZ|29906|N|P|B|100|6|10|E||
BX|BX|24888|N|N|A|100|6|3|C||
BXC|BXC|5237|N|N|A|100|6|2|C||
BXMT|BXMT|5624|N|N|A|100|6|2|C||
BXMX|BXMX|7244|N|N|A|100|6|4|U||
BXP|BXP|5240|N|N|A|100|6|5|C||
BXSL|BXSL|72160|N|N|A|100|6|2|C||
BY|BY|58922|N|N|A|100|6|5|C||
BYAH|BYAH|79162|N|Q|C|100|6|13|O||
BYD|BYD|5244|N|N|A|100|6|4|C||
BYFC|BYFC|621|N|Q|C|100|6|14|C||
BYLD|BYLD|44061|N|P|B|100|6|10|E||
BYM|BYM|5247|N|N|A|100|6|5|U||
BYND|BYND|63532|N|Q|C|100|6|13|C||
BYRE|BYRE|74053|N|P|B|100|6|11|E||
BYRN|BYRN|17265|N|Q|C|100|6|14|C||
BYSI|BYSI|56800|N|Q|C|100|6|14|O||
BZ|BZ|70838|N|Q|C|100|6|14|H||
BZAI|BZAI|79246|N|Q|C|100|6|14|C||
BZAIW|BZAIW|79247|N|Q|C|100|6|13|W||
BZFD|BZFD|69526|N|Q|C|100|6|13|C||
BZFDW|BZFDW|69528|N|Q|C|100|6|13|W||
BZH|BZH|5252|N|N|A|100|6|8|C||
BZQ|BZQ|31097|N|P|B|100|6|10|E||
BZUN|BZUN|49975|N|Q|C|100|6|13|H||
C|C|5255|N|N|A|100|6|8|C||
C PRN|CpN|35818|N|N|A|100|6|2|P||
CA|CA|76807|N|Q|C|100|6|13|E||
CAAA|CAAA|77215|N|P|B|100|6|11|E||
CAAP|CAAP|60625|N|N|A|100|6|7|C||
CAAS|CAAS|623|N|Q|C|100|6|14|O||
CABA|CABA|64897|N|Q|C|100|6|14|C||
CABO|CABO|50088|N|N|A|100|6|5|C||
CABR|CABR|81679|N|Q|C|100|6|13|C||
CABZ|CABZ|82206|N|Z|B|100|6|11|E||
CAC|CAC|5270|N|Q|C|100|6|13|C||
CACC|CACC|626|N|Q|C|40|6|13|C||
CACI|CACI|5275|N|N|A|40|4|9|C||
CADE|CADE|5241|N|N|A|100|6|2|C||
CADE PRA|CADEpA|65122|N|N|A|100|6|1|P||
CADL|CADL|71228|N|Q|C|100|6|13|C||
CAE|CAE|5397|N|N|A|100|6|4|C||
CAEP|CAEP|80505|N|Q|C|100|6|13|O||
CAF|CAF|17316|N|N|A|100|6|7|U||
CAFG|CAFG|75653|N|Q|C|100|6|14|E||
CAFX|CAFX|78334|N|P|B|100|6|11|E||
CAG|CAG|5272|N|N|A|100|6|4|C||
CAH|CAH|5274|N|N|A|100|6|1|C||
CAI|CAI|80399|N|Q|C|100|6|14|C||
CAIE|CAIE|80478|N|P|B|100|6|10|E||
CAIQ|CAIQ|81823|N|Q|C|100|6|14|E||
CAKE|CAKE|633|N|Q|C|100|6|14|C||
CAL|CAL|5235|N|N|A|100|6|7|C||
CALC|CALC|67649|N|Q|C|100|6|13|C||
CALF|CALF|58749|N|Z|B|100|6|11|E||
CALI|CALI|76003|N|Q|C|100|6|13|E||
CALM|CALM|640|N|Q|C|100|6|13|C||
CALX|CALX|32455|N|N|A|100|6|8|C||
CALY|CALY|6054|N|N|A|100|6|8|C||
CAM|CAM|81370|N|P|B|100|6|11|E||
CAML|CAML|76193|N|P|B|100|6|10|E||
CAMP|CAMP|78670|N|Q|C|100|6|14|C||
CAMT|CAMT|644|N|Q|C|100|6|13|C||
CAMX|CAMX|75250|N|P|B|100|6|10|E||
CAN|CAN|65096|N|Q|C|100|6|14|H||
CANC|CANC|76156|N|Q|C|100|6|14|E||
CANE|CANE|38806|N|P|B|100|6|11|E||
CANF|CANF|43151|N|A|B|100|6|11|H||
CANG|CANG|81747|N|N|A|100|6|8|C||
CANQ|CANQ|77112|N|Q|C|100|6|14|E||
CAOS|CAOS|75382|N|Z|B|100|6|11|E||
CAPE|CAPE|73841|N|P|B|100|6|11|E||
CAPL|CAPL|40902|N|N|A|100|6|3|C||
CAPN|CAPN|78730|N|Q|C|100|6|13|O||
CAPNR|CAPNR|78731|N|Q|C|100|6|13|R||
CAPNU|CAPNU|78461|N|Q|C|100|6|13|I||
CAPR|CAPR|48695|N|Q|C|100|6|13|C||
CAPS|CAPS|2949|N|Q|C|100|6|13|C||
CAPT|CAPT|73827|N|Q|C|100|6|14|O||
CAPTW|CAPTW|73829|N|Q|C|100|6|14|W||
CAR|CAR|17129|N|Q|C|100|6|13|C||
CARD|CARD|75942|N|P|B|100|6|10|E||
CARE|CARE|24466|N|Q|C|100|6|14|C||
CARG|CARG|59833|N|Q|C|100|6|13|C||
CARK|CARK|76738|N|P|B|100|6|10|E||
CARL|CARL|80692|N|Q|C|100|6|14|C||
CARR|CARR|65846|N|N|A|100|6|9|C||
CARS|CARS|57528|N|N|A|100|6|6|C||
CART|CART|76328|N|Q|C|100|6|13|C||
CARU|CARU|75941|N|P|B|100|6|11|E||
CARY|CARY|74857|N|Q|C|100|6|14|E||
CARZ|CARZ|24370|N|Q|C|100|6|14|E||
CAS|CAS|79243|N|P|B|100|6|11|E||
CASH|CASH|658|N|Q|C|100|6|14|C||
CASI|CASI|1343|N|Q|C|100|6|14|O||
CASS|CASS|659|N|Q|C|100|6|14|C||
CASY|CASY|660|N|Q|C|40|4|13|C||
CAT|CAT|5282|N|N|A|40|4|2|C||
CATF|CATF|78010|N|P|B|100|6|10|E||
CATH|CATH|52932|N|Q|C|100|6|14|E||
CATO|CATO|5634|N|N|A|100|6|9|C||
CATX|CATX|15762|N|A|B|100|6|11|C||
CATY|CATY|664|N|Q|C|100|6|14|C||
CAVA|CAVA|75863|N|N|A|100|6|8|C||
CB|CB|4579|N|N|A|40|6|6|C||
CBAN|CBAN|667|N|N|A|100|6|1|C||
CBAT|CBAT|10969|N|Q|C|100|6|14|C||
CBC|CBC|81824|N|Q|C|100|6|14|C||
CBFV|CBFV|16163|N|Q|C|100|6|14|C||
CBIO|CBIO|43079|N|Q|C|100|6|14|C||
CBK|CBK|81358|N|Q|C|100|6|13|C||
CBL|CBL|72212|N|N|A|100|6|4|C||
CBLL|CBLL|78671|N|Q|C|100|6|14|C||
CBLS|CBLS|68127|N|P|B|100|6|11|E||
CBNA|CBNA|78558|N|N|A|100|6|8|C||
CBNK|CBNK|61829|N|Q|C|100|6|14|C||
CBO|CBO|10154|N|N|A|100|6|9|M||
CBO PRA|CBOpA|64192|N|N|A|100|6|3|P||
CBOA|CBOA|79888|N|Z|B|100|6|10|E||
CBOE|CBOE|32847|N|Z|B|100|6|10|C||
CBOJ|CBOJ|79294|N|Z|B|100|6|10|E||
CBOL|CBOL|81446|N|Z|B|100|6|10|E||
CBON|CBON|48746|N|P|B|100|6|10|E||
CBOO|CBOO|81393|N|Z|B|100|6|11|E||
CBOY|CBOY|80587|N|Z|B|100|6|11|E||
CBRE|CBRE|5297|N|N|A|100|6|8|C||
CBRL|CBRL|682|N|Q|C|100|6|13|C||
CBSE|CBSE|68128|N|P|B|100|6|11|E||
CBSH|CBSH|687|N|Q|C|100|6|13|C||
CBT|CBT|5310|N|N|A|100|6|6|C||
CBTA|CBTA|79889|N|Z|B|100|6|10|E||
CBTJ|CBTJ|79373|N|Z|B|100|6|11|E||
CBTL|CBTL|81447|N|Z|B|100|6|11|E||
CBTO|CBTO|81394|N|Z|B|100|6|10|E||
CBTY|CBTY|80588|N|Z|B|100|6|10|E||
CBU|CBU|5311|N|N|A|100|6|7|C||
CBUS|CBUS|59222|N|Q|C|100|6|13|C||
CBX|CBX|35886|N|N|A|100|6|9|C||
CBXA|CBXA|79890|N|Z|B|100|6|11|E||
CBXJ|CBXJ|79374|N|Z|B|100|6|10|E||
CBXL|CBXL|81448|N|Z|B|100|6|11|E||
CBXO|CBXO|81395|N|Z|B|100|6|11|E||
CBXY|CBXY|80589|N|Z|B|100|6|11|E||
CBZ|CBZ|674|N|N|A|100|6|7|C||
CC|CC|50152|N|N|A|100|6|2|C||
CCAP|CCAP|44129|N|Q|C|100|6|13|C||
CCB|CCB|61260|N|Q|C|100|6|13|C||
CCBG|CCBG|693|N|Q|C|100|6|13|C||
CCC|CCC|67770|N|Q|C|100|6|13|C||
CCCC|CCCC|67759|N|Q|C|100|6|13|C||
CCCX|CCCX|80578|N|Q|C|100|6|14|O||
CCCXU|CCCXU|80103|N|Q|C|100|6|13|I||
CCCXW|CCCXW|80579|N|Q|C|100|6|13|W||
CCD|CCD|49587|N|Q|C|100|6|14|C||
CCEC|CCEC|19332|N|Q|C|100|6|14|C||
CCEF|CCEF|76944|N|P|B|100|6|11|E||
CCEL|CCEL|10998|N|A|B|100|6|10|C||
CCEP|CCEP|5316|N|Q|C|100|6|13|O||
CCFE|CCFE|80350|N|Q|C|100|6|13|E||
CCG|CCG|76321|N|Q|C|100|6|13|O||
CCGWW|CCGWW|76322|N|Q|C|100|6|13|W||
CCHH|CCHH|81372|N|Q|C|100|6|13|O||
CCI|CCI|5320|N|N|A|100|6|7|C||
CCID|CCID|81606|N|N|A|100|6|8|M||
CCIF|CCIF|63721|N|N|A|100|6|1|U||
CCII|CCII|81003|N|Q|C|100|6|13|O||
CCIIU|CCIIU|80548|N|Q|C|100|6|13|I||
CCIIW|CCIIW|81004|N|Q|C|100|6|13|W||
CCIX|CCIX|77843|N|Q|C|100|6|13|O||
CCIXU|CCIXU|77564|N|Q|C|100|6|13|I||
CCIXW|CCIXW|77844|N|Q|C|100|6|13|W||
CCJ|CCJ|5321|N|N|A|100|6|7|C||
CCK|CCK|5323|N|N|A|100|6|1|C||
CCL|CCL|5324|N|N|A|100|6|4|C||
CCLD|CCLD|44587|N|Q|C|100|6|14|C||
CCLDO|CCLDO|73393|N|Q|C|100|6|13|P||
CCM|CCM|31993|N|N|A|100|6|9|H||
CCNE|CCNE|703|N|Q|C|100|6|13|C||
CCNEP|CCNEP|67417|N|Q|C|100|6|14|P||
CCNR|CCNR|77988|N|Q|C|100|6|14|E||
CCO|CCO|5326|N|N|A|100|6|1|C||
CCOI|CCOI|5547|N|Q|C|100|6|13|C||
CCOR|CCOR|58498|N|P|B|100|6|10|E||
CCRN|CCRN|710|N|Q|C|100|6|13|C||
CCRP|CCRP|82012|N|P|B|100|6|10|E||
CCS|CCS|44462|N|N|A|100|6|5|C||
CCSB|CCSB|77503|N|Q|C|100|6|13|E||
CCSI|CCSI|71870|N|Q|C|100|6|13|C||
CCSO|CCSO|74647|N|Q|C|100|6|13|E||
CCTG|CCTG|76956|N|Q|C|100|6|14|O||
CCU|CCU|5640|N|N|A|100|6|6|A||
CCUP|CCUP|80842|N|Z|B|100|6|11|E||
CCXIU|CCXIU|82069|N|Q|C|100|6|13|I||
CCZ|CCZ|5332|N|N|A|100|6|1|M||
CD|CD|49599|N|Q|C|100|6|14|O||
CDC|CDC|44557|N|Q|C|100|6|14|E||
CDE|CDE|5336|N|N|A|100|6|3|C||
CDEI|CDEI|75180|N|P|B|100|6|11|E||
CDIG|CDIG|81194|N|Q|C|100|6|13|E||
CDIO|CDIO|73223|N|Q|C|100|6|14|C||
CDIOW|CDIOW|73225|N|Q|C|100|6|14|W||
CDL|CDL|50265|N|Q|C|100|6|13|E||
CDLR|CDLR|76746|N|N|A|100|6|8|H||
CDLX|CDLX|60670|N|Q|C|100|6|14|C||
CDNA|CDNA|44640|N|Q|C|100|6|14|C||
CDNL|CDNL|81995|N|Q|C|100|6|14|C||
CDNS|CDNS|720|N|Q|C|40|6|14|C||
CDP|CDP|8297|N|N|A|100|6|7|C||
CDR PRB|CDRpB|40112|N|N|A|100|6|9|P||
CDR PRC|CDRpC|59429|N|N|A|100|6|1|P||
CDRE|CDRE|71347|N|N|A|100|6|7|C||
CDRO|CDRO|68913|N|Q|C|100|6|14|O||
CDROW|CDROW|68914|N|Q|C|100|6|14|W||
CDT|CDT|73774|N|Q|C|100|6|14|C||
CDTG|CDTG|77484|N|Q|C|100|6|14|O||
CDTTW|CDTTW|73775|N|Q|C|100|6|13|W||
CDW|CDW|42290|N|Q|C|100|6|13|C||
CDX|CDX|73482|N|P|B|100|6|11|E||
CDXS|CDXS|32598|N|Q|C|100|6|14|C||
CDZI|CDZI|724|N|Q|C|100|6|14|C||
CDZIP|CDZIP|71093|N|Q|C|100|6|14|H||
CE|CE|5348|N|N|A|100|6|7|C||
CECO|CECO|726|N|Q|C|100|6|13|C||
CEE|CEE|5352|N|N|A|100|6|2|U||
CEF|CEF|60412|N|P|B|100|6|11|E||
CEFA|CEFA|66814|N|Q|C|100|6|13|E||
CEFD|CEFD|66604|N|P|B|100|6|11|E||
CEFS|CEFS|56882|N|Z|B|100|6|10|E||
CEFZ|CEFZ|80788|N|Z|B|100|6|10|E||
CEG|CEG|73244|N|Q|C|40|6|14|C||
CEGX|CEGX|80612|N|Z|B|100|6|11|E||
CELC|CELC|59597|N|Q|C|100|6|13|C||
CELG RT|CELGr|35875|N|N|A|100|6|6|R||
CELH|CELH|32262|N|Q|C|100|6|13|C||
CELT|CELT|81414|N|Z|B|100|6|10|E||
CELU|CELU|64049|N|Q|C|100|6|13|C||
CELUW|CELUW|64050|N|Q|C|100|6|13|W||
CELZ|CELZ|58827|N|Q|C|100|6|13|C||
CEMB|CEMB|39905|N|Z|B|100|6|10|E||
CENN|CENN|61146|N|Q|C|100|6|14|C||
CENT|CENT|736|N|Q|C|100|6|14|C||
CENTA|CENTA|18949|N|Q|C|100|6|13|C||
CENX|CENX|737|N|Q|C|100|6|14|C||
CEPF|CEPF|80994|N|Q|C|100|6|14|O||
CEPI|CEPI|79000|N|Q|C|100|6|13|E||
CEPO|CEPO|79200|N|Q|C|100|6|14|O||
CEPT|CEPT|80018|N|Q|C|100|6|14|O||
CEPU|CEPU|60633|N|N|A|100|6|9|C||
CEPV|CEPV|81607|N|Q|C|100|6|13|O||
CERS|CERS|742|N|Q|C|100|6|14|C||
CERT|CERT|68461|N|Q|C|100|6|13|C||
CERY|CERY|78282|N|P|B|100|6|11|E||
CET|CET|5365|N|A|B|100|6|11|U||
CETX|CETX|30953|N|Q|C|100|6|14|C||
CETY|CETY|57556|N|Q|C|100|6|14|C||
CEV|CEV|5366|N|A|B|100|6|11|U||
CEVA|CEVA|746|N|Q|C|100|6|13|C||
CEW|CEW|30867|N|P|B|100|6|11|E||
CF|CF|5370|N|N|A|100|6|9|C||
CFA|CFA|44558|N|Q|C|100|6|13|E||
CFBK|CFBK|1671|N|Q|C|100|6|14|C||
CFFI|CFFI|753|N|Q|C|100|6|14|C||
CFFN|CFFN|754|N|Q|C|100|6|14|C||
CFG|CFG|46040|N|N|A|100|6|1|C||
CFG PRE|CFGpE|64905|N|N|A|100|6|7|P||
CFG PRH|CFGpH|77734|N|N|A|100|6|8|P||
CFG PRI|CFGpI|80774|N|N|A|100|6|3|P||
CFIT|CFIT|79822|N|Z|B|100|6|11|E||
CFLT|CFLT|70960|N|Q|C|100|6|13|C||
CFND|CFND|80797|N|N|A|100|6|9|C||
CFO|CFO|44559|N|Q|C|100|6|14|E||
CFR|CFR|5379|N|N|A|100|6|6|C||
CFR PRB|CFRpB|68296|N|N|A|100|6|1|P||
CG|CG|39967|N|Q|C|100|6|14|C||
CGABL|CGABL|70666|N|Q|C|100|6|13|M||
CGAU|CGAU|70225|N|N|A|100|6|8|C||
CGBD|CGBD|58691|N|Q|C|100|6|13|C||
CGBL|CGBL|76385|N|P|B|100|6|11|E||
CGC|CGC|61053|N|Q|C|100|6|13|C||
CGCB|CGCB|76387|N|P|B|100|6|11|E||
CGCP|CGCP|73544|N|P|B|100|6|11|E||
CGCT|CGCT|80462|N|Q|C|100|6|14|O||
CGCTU|CGCTU|80019|N|Q|C|100|6|14|I||
CGCTW|CGCTW|80463|N|Q|C|100|6|14|W||
CGCV|CGCV|77912|N|P|B|100|6|11|E||
CGDG|CGDG|76383|N|P|B|100|6|11|E||
CGDV|CGDV|73541|N|P|B|100|6|11|E||
CGEM|CGEM|68690|N|Q|C|100|6|14|C||
CGEN|CGEN|763|N|Q|C|100|6|14|C||
CGGE|CGGE|77913|N|P|B|100|6|11|E||
CGGG|CGGG|80500|N|P|B|100|6|11|E||
CGGO|CGGO|73543|N|P|B|100|6|11|E||
CGGR|CGGR|73540|N|P|B|100|6|10|E||
CGHM|CGHM|77916|N|P|B|100|6|11|E||
CGHY|CGHY|80502|N|P|B|100|6|10|E||
CGIB|CGIB|77914|N|P|B|100|6|10|E||
CGIC|CGIC|77915|N|P|B|100|6|11|E||
CGIE|CGIE|76384|N|P|B|100|6|11|E||
CGMM|CGMM|79267|N|P|B|100|6|11|E||
CGMS|CGMS|74799|N|P|B|100|6|10|E||
CGMU|CGMU|74797|N|P|B|100|6|11|E||
CGNG|CGNG|77917|N|P|B|100|6|11|E||
CGNT|CGNT|68883|N|Q|C|100|6|13|O||
CGNX|CGNX|765|N|Q|C|100|6|14|C||
CGO|CGO|5393|N|Q|C|100|6|13|C||
CGON|CGON|76998|N|Q|C|100|6|14|C||
CGRO|CGRO|76478|N|P|B|100|6|10|E||
CGSD|CGSD|74798|N|P|B|100|6|11|E||
CGSM|CGSM|76386|N|P|B|100|6|11|E||
CGTL|CGTL|78926|N|Q|C|100|6|14|O||
CGTX|CGTX|71984|N|Q|C|100|6|13|C||
CGUI|CGUI|77918|N|P|B|100|6|11|E||
CGUS|CGUS|73539|N|P|B|100|6|11|E||
CGV|CGV|74325|N|N|A|100|6|5|E||
CGVV|CGVV|80501|N|P|B|100|6|10|E||
CGW|CGW|24528|N|P|B|100|6|11|E||
CGXU|CGXU|73542|N|P|B|100|6|11|E||
CHA|CHA|79943|N|Q|C|100|6|14|H||
CHAC|CHAC|80163|N|Q|C|100|6|13|O||
CHACR|CHACR|80164|N|Q|C|100|6|13|R||
CHACU|CHACU|79974|N|Q|C|100|6|13|I||
CHAI|CHAI|67662|N|Q|C|100|6|14|C||
CHAR|CHAR|78965|N|Q|C|100|6|13|O||
CHARR|CHARR|78966|N|Q|C|100|6|13|R||
CHARU|CHARU|78732|N|Q|C|100|6|14|I||
CHAT|CHAT|75729|N|P|B|100|6|10|E||
CHAU|CHAU|49655|N|P|B|100|6|11|E||
CHCI|CHCI|769|N|Q|C|100|6|14|C||
CHCO|CHCO|770|N|Q|C|100|6|14|C||
CHCT|CHCT|49967|N|N|A|100|6|1|C||
CHD|CHD|5406|N|N|A|100|6|3|C||
CHDN|CHDN|772|N|Q|C|100|6|13|C||
CHE|CHE|5407|N|N|A|40|6|7|C||
CHEC|CHEC|81680|N|Q|C|100|6|13|O||
CHECU|CHECU|81144|N|Q|C|100|6|14|I||
CHECW|CHECW|81681|N|Q|C|100|6|14|W||
CHEF|CHEF|38566|N|Q|C|100|6|13|C||
CHGG|CHGG|43091|N|N|A|100|6|7|C||
CHGX|CHGX|78906|N|Q|C|100|6|13|E||
CHH|CHH|5410|N|N|A|100|6|6|C||
CHI|CHI|5411|N|Q|C|100|6|13|C||
