symbol|cqs_symbol|symbol_id|exchange_code|listed_market|ticker_designation|lot_size|price_scale_code|system_id|asset_type||
A|A|4541|N|N|A|100|6|4|C||
AA|AA|54151|N|N|A|100|6|3|C||
AAA|AAA|67457|N|P|B|100|6|10|E||
AAAA|AAAA|80651|N|Z|B|100|6|11|E||
AAAC|AAAC|82014|N|P|B|100|6|10|E||
AAAU|AAAU|61426|N|Z|B|100|6|11|E||
AACB|AACB|79891|N|Q|C|100|6|13|O||
AACBR|AACBR|79892|N|Q|C|100|6|13|R||
AACBU|AACBU|79038|N|Q|C|100|6|14|I||
AACG|AACG|26933|N|Q|C|100|6|14|H||
AADR|AADR|35465|N|Q|C|100|6|14|E||
AAEQ|AAEQ|81998|N|Q|C|100|6|14|E||
AAL|AAL|43256|N|Q|C|100|6|13|C||
AALG|AALG|80617|N|Q|C|100|6|13|E||
AAM|AAM|78408|N|N|A|100|6|4|C||
AAM U|AAM.U|78093|N|N|A|100|6|6|I||
AAM WS|AAM.WS|78411|N|N|A|100|6|2|W||
AAME|AAME|6|N|Q|C|100|6|13|C||
AAMI|AAMI|46134|N|N|A|100|6|1|C||
AAOI|AAOI|42753|N|Q|C|100|6|14|C||
AAON|AAON|8|N|Q|C|100|6|13|C||
AAP|AAP|4550|N|N|A|100|6|9|C||
AAPB|AAPB|74377|N|Q|C|100|6|13|E||
AAPD|AAPD|74378|N|Q|C|100|6|13|E||
AAPG|AAPG|79317|N|Q|C|100|6|13|H||
AAPL|AAPL|9|N|Q|C|100|6|14|C||
AAPR|AAPR|77447|N|Z|B|100|6|11|E||
AAPU|AAPU|74379|N|Q|C|100|6|14|E||
AAPW|AAPW|79500|N|Z|B|100|6|10|E||
AAPX|AAPX|76922|N|Z|B|100|6|11|E||
AAPY|AAPY|76521|N|Z|B|100|6|11|E||
AARD|AARD|79454|N|Q|C|100|6|13|C||
AAT|AAT|36352|N|N|A|100|6|6|C||
AAUC|AAUC|80311|N|N|A|100|6|6|C||
AAUM|AAUM|81334|N|Z|B|100|6|11|E||
AAUS|AAUS|80691|N|Q|C|100|6|13|E||
AAVM|AAVM|57232|N|Q|C|100|6|13|E||
AAXJ|AAXJ|28658|N|Q|C|100|6|13|E||
AB|AB|16150|N|N|A|100|6|2|C||
ABAT|ABAT|53193|N|Q|C|100|6|13|C||
ABBV|ABBV|41179|N|N|A|100|6|1|C||
ABCB|ABCB|18|N|N|A|100|6|9|C||
ABCL|ABCL|68458|N|Q|C|100|6|14|C||
ABCS|ABCS|76837|N|Q|C|100|6|14|E||
ABEO|ABEO|16689|N|Q|C|100|6|13|C||
ABEQ|ABEQ|65435|N|P|B|100|6|10|E||
ABEV|ABEV|4571|N|N|A|100|6|8|H||
ABFL|ABFL|53996|N|Z|B|100|6|10|E||
ABG|ABG|4555|N|N|A|100|6|7|C||
ABI|ABI|80504|N|Q|C|100|6|14|E||
ABIG|ABIG|79909|N|Q|C|100|6|14|E||
ABLD|ABLD|72897|N|Z|B|100|6|10|E||
ABLG|ABLG|58896|N|Z|B|100|6|11|E||
ABLS|ABLS|79505|N|Z|B|100|6|11|E||
ABLV|ABLV|74594|N|Q|C|100|6|14|O||
ABLVW|ABLVW|74596|N|Q|C|100|6|14|W||
ABM|ABM|4560|N|N|A|100|6|7|C||
ABNB|ABNB|68435|N|Q|C|100|6|13|C||
ABNG|ABNG|81753|N|Q|C|100|6|14|E||
ABNY|ABNY|77884|N|P|B|100|6|11|E||
ABOS|ABOS|71048|N|Q|C|100|6|14|C||
ABOT|ABOT|68393|N|Z|B|100|6|11|E||
ABP|ABP|73628|N|Q|C|100|6|13|C||
ABPWW|ABPWW|73629|N|Q|C|100|6|13|W||
ABR|ABR|4567|N|N|A|100|6|9|C||
ABR PRD|ABRpD|70789|N|N|A|100|6|5|P||
ABR PRE|ABRpE|71440|N|N|A|100|6|4|P||
ABR PRF|ABRpF|72058|N|N|A|100|6|7|P||
ABSI|ABSI|71216|N|Q|C|100|6|13|C||
ABT|ABT|4570|N|N|A|100|6|2|C||
ABTC|ABTC|81056|N|Q|C|100|6|13|C||
ABTS|ABTS|52168|N|Q|C|100|6|14|O||
ABUS|ABUS|36088|N|Q|C|100|6|13|C||
ABVC|ABVC|54726|N|Q|C|100|6|13|C||
ABVE|ABVE|70109|N|Q|C|100|6|13|C||
ABVEW|ABVEW|70110|N|Q|C|100|6|14|W||
ABVX|ABVX|76502|N|Q|C|100|6|14|H||
ABX|ABX|67482|N|N|A|100|6|4|C||
ABXB|ABXB|68392|N|Z|B|100|6|10|E||
ABXL|ABXL|76671|N|N|A|100|6|9|M||
ACA|ACA|61981|N|N|A|100|6|6|C||
ACAD|ACAD|39|N|Q|C|100|6|13|C||
ACB|ACB|62018|N|Q|C|100|6|14|C||
ACCL|ACCL|81473|N|Q|C|100|6|14|O||
ACCO|ACCO|4554|N|N|A|100|6|8|C||
ACCS|ACCS|27752|N|A|B|100|6|10|C||
ACDC|ACDC|74026|N|Q|C|100|6|14|C||
ACEI|ACEI|81260|N|P|B|100|6|10|E||
ACEL|ACEL|59410|N|N|A|100|6|7|C||
ACEP|ACEP|81846|N|Q|C|100|6|14|E||
ACES|ACES|61210|N|P|B|100|6|11|E||
ACET|ACET|60604|N|Q|C|100|6|13|C||
ACFN|ACFN|17245|N|Q|C|100|6|13|C||
ACGL|ACGL|53|N|Q|C|100|6|14|C||
ACGLN|ACGLN|70854|N|Q|C|100|6|13|M||
ACGLO|ACGLO|59416|N|Q|C|100|6|13|P||
ACGR|ACGR|71036|N|P|B|100|6|11|E||
ACH|ACH|8335|N|N|A|100|6|5|C||
ACHC|ACHC|38980|N|Q|C|100|6|13|C||
ACHR|ACHR|68543|N|N|A|100|6|2|C||
ACHR WS|ACHR.WS|68544|N|N|A|100|6|2|W||
ACHV|ACHV|19128|N|Q|C|100|6|13|C||
ACI|ACI|66836|N|N|A|100|6|4|C||
ACIC|ACIC|29175|N|Q|C|100|6|13|C||
ACII|ACII|81259|N|P|B|100|6|11|E||
ACIO|ACIO|63998|N|Z|B|100|6|10|E||
ACIU|ACIU|53979|N|Q|C|100|6|14|C||
ACIW|ACIW|4107|N|Q|C|100|6|14|C||
ACKY|ACKY|81089|N|P|B|100|6|11|E||
ACLC|ACLC|66985|N|P|B|100|6|11|E||
ACLO|ACLO|78911|N|N|A|100|6|2|E||
ACLS|ACLS|56|N|Q|C|100|6|13|C||
ACLX|ACLX|73401|N|Q|C|100|6|13|C||
ACM|ACM|24512|N|N|A|100|6|2|C||
ACMR|ACMR|60010|N|Q|C|100|6|14|C||
ACN|ACN|4590|N|N|A|100|6|4|C||
ACNB|ACNB|10256|N|Q|C|100|6|13|C||
ACNT|ACNT|3918|N|Q|C|100|6|14|C||
ACOG|ACOG|72430|N|Q|C|100|6|13|C||
ACON|ACON|73922|N|Q|C|100|6|14|C||
ACONW|ACONW|73923|N|Q|C|100|6|13|W||
ACP|ACP|36439|N|N|A|100|6|2|U||
ACP PRA|ACPpA|70642|N|N|A|100|6|2|P||
ACR|ACR|16009|N|N|A|100|6|4|C||
ACR PRC|ACRpC|44452|N|N|A|100|6|8|P||
ACR PRD|ACRpD|70767|N|N|A|100|6|1|P||
ACRE|ACRE|39938|N|N|A|100|6|4|C||
ACRS|ACRS|51480|N|Q|C|100|6|14|C||
ACRV|ACRV|74884|N|Q|C|100|6|14|C||
ACSG|ACSG|81462|N|Z|B|100|6|11|E||
ACSI|ACSI|54249|N|Z|B|100|6|11|E||
ACSV|ACSV|81463|N|Z|B|100|6|10|E||
ACT|ACT|70593|N|Q|C|100|6|14|C||
ACTG|ACTG|64|N|Q|C|100|6|14|C||
ACTU|ACTU|78160|N|Q|C|100|6|13|C||
ACU|ACU|4597|N|A|B|100|6|11|C||
ACV|ACV|49979|N|N|A|100|6|1|U||
ACVA|ACVA|69909|N|N|A|100|6|5|C||
ACVF|ACVF|68008|N|P|B|100|6|11|E||
ACVT|ACVT|79989|N|P|B|100|6|11|E||
ACWI|ACWI|27586|N|Q|C|100|6|13|E||
ACWV|ACWV|38948|N|Z|B|100|6|11|E||
ACWX|ACWX|27587|N|Q|C|100|6|14|E||
ACXP|ACXP|70860|N|Q|C|100|6|13|C||
AD|AD|9784|N|N|A|100|6|7|C||
ADACU|ADACU|82085|N|Q|C|100|6|14|I||
ADAG|ADAG|69127|N|Q|C|100|6|14|H||
ADAM|ADAM|28078|N|Q|C|100|6|13|C||
ADAMG|ADAMG|79255|N|Q|C|100|6|14|M||
ADAMH|ADAMH|80602|N|Q|C|100|6|14|M||
ADAMI|ADAMI|77953|N|Q|C|100|6|13|M||
ADAML|ADAML|71085|N|Q|C|100|6|13|M||
ADAMM|ADAMM|64870|N|Q|C|100|6|13|P||
ADAMN|ADAMN|59861|N|Q|C|100|6|13|P||
ADAMO|ADAMO|82208|N|Q|C|100|6|13|M||
ADAMZ|ADAMZ|72630|N|Q|C|100|6|13|M||
ADBE|ADBE|75|N|Q|C|40|6|13|C||
ADBG|ADBG|79763|N|Q|C|100|6|14|E||
ADC|ADC|4602|N|N|A|100|6|5|C||
ADC PRA|ADCpA|71744|N|N|A|100|6|8|P||
ADCT|ADCT|66432|N|N|A|100|6|5|C||
ADEA|ADEA|4118|N|Q|C|100|6|14|C||
ADFI|ADFI|67275|N|Z|B|100|6|11|E||
ADGM|ADGM|69368|N|Q|C|100|6|13|C||
ADI|ADI|4606|N|Q|C|100|6|14|C||
ADIL|ADIL|61333|N|Q|C|100|6|14|C||
ADIV|ADIV|69998|N|P|B|100|6|10|E||
ADM|ADM|4608|N|N|A|100|6|7|C||
ADMA|ADMA|43150|N|Q|C|100|6|14|C||
ADME|ADME|53294|N|Z|B|100|6|11|E||
ADNT|ADNT|54144|N|N|A|100|6|3|C||
ADP|ADP|4610|N|Q|C|40|6|14|C||
ADPT|ADPT|63936|N|Q|C|100|6|14|C||
ADPV|ADPV|74840|N|P|B|100|6|11|E||
ADSE|ADSE|73021|N|Q|C|100|6|14|O||
ADSEW|ADSEW|73022|N|Q|C|100|6|14|W||
ADSK|ADSK|93|N|Q|C|40|6|14|C||
ADT|ADT|60451|N|N|A|100|6|2|C||
ADTN|ADTN|97|N|Q|C|100|6|13|C||
ADTX|ADTX|66803|N|Q|C|100|6|14|C||
ADUR|ADUR|76561|N|Q|C|100|6|14|C||
ADUS|ADUS|31717|N|Q|C|100|6|14|C||
ADV|ADV|64451|N|Q|C|100|6|13|C||
ADVB|ADVB|79643|N|Q|C|100|6|14|C||
ADVE|ADVE|76353|N|P|B|100|6|11|E||
ADX|ADX|4612|N|N|A|100|6|4|U||
ADXN|ADXN|65475|N|Q|C|100|6|14|H||
AEAQ|AEAQ|82280|N|Q|C|100|6|13|O||
AEAQU|AEAQU|81946|N|Q|C|100|6|14|I||
AEAQW|AEAQW|82281|N|Q|C|100|6|13|W||
AEBI|AEBI|80547|N|Q|C|100|6|14|C||
AEC|AEC|53688|N|Q|C|100|6|13|C||
AEE|AEE|4621|N|N|A|100|6|5|C||
AEF|AEF|5402|N|A|B|100|6|11|U||
AEFC|AEFC|64882|N|N|A|100|6|5|M||
AEG|AEG|4624|N|N|A|100|6|3|M||
AEHL|AEHL|32215|N|Q|C|100|6|14|C||
AEHR|AEHR|105|N|Q|C|100|6|14|C||
AEI|AEI|67220|N|Q|C|100|6|13|C||
AEIS|AEIS|106|N|Q|C|100|6|13|C||
AEM|AEM|4626|N|N|A|100|6|3|C||
AEMD|AEMD|10303|N|Q|C|100|6|13|C||
AEMS|AEMS|80537|N|Z|B|100|6|11|E||
AENT|AENT|75689|N|Q|C|100|6|14|C||
AENTW|AENTW|75968|N|Q|C|100|6|14|W||
AEO|AEO|108|N|N|A|100|6|9|C||
AEON|AEON|70198|N|A|B|100|6|10|C||
AEP|AEP|4629|N|Q|C|100|6|14|C||
AER|AER|18300|N|N|A|100|6|1|C||
AERO|AERO|81625|N|N|A|100|6|1|H||
AERT|AERT|72865|N|Q|C|100|6|14|O||
AERTW|AERTW|72866|N|Q|C|100|6|14|W||
AES|AES|4631|N|N|A|100|6|1|C||
AESI|AESI|75403|N|N|A|100|6|4|C||
AESR|AESR|65251|N|Z|B|100|6|10|E||
AETH|AETH|76410|N|P|B|100|6|10|E||
AEVA|AEVA|65688|N|Q|C|100|6|14|C||
AEVAW|AEVAW|65689|N|Q|C|100|6|14|W||
AEXA|AEXA|81256|N|N|A|100|6|6|C||
AEYE|AEYE|61686|N|Q|C|100|6|14|C||
AFB|AFB|4637|N|N|A|100|6|1|U||
AFBI|AFBI|57204|N|Q|C|100|6|14|C||
AFCG|AFCG|69136|N|Q|C|100|6|13|C||
AFG|AFG|4640|N|N|A|100|6|3|C||
AFGB|AFGB|63266|N|N|A|100|6|4|M||
AFGC|AFGC|65164|N|N|A|100|6|7|M||
AFGD|AFGD|66607|N|N|A|100|6|1|M||
AFGE|AFGE|67548|N|N|A|100|6|9|M||
AFIF|AFIF|61776|N|Z|B|100|6|11|E||
AFIX|AFIX|79007|N|P|B|100|6|10|E||
AFJK|AFJK|76967|N|Q|C|100|6|13|O||
AFJKR|AFJKR|76968|N|Q|C|100|6|14|R||
AFJKU|AFJKU|76714|N|Q|C|100|6|13|I||
AFK|AFK|28432|N|P|B|100|6|11|E||
AFL|AFL|4643|N|N|A|100|6|1|C||
AFLG|AFLG|65162|N|P|B|100|6|11|E||
AFMC|AFMC|65161|N|P|B|100|6|10|E||
AFOS|AFOS|80503|N|Q|C|100|6|13|E||
AFRI|AFRI|69058|N|Q|C|100|6|14|C||
AFRIW|AFRIW|69059|N|Q|C|100|6|13|W||
AFRM|AFRM|68748|N|Q|C|100|6|14|C||
AFRU|AFRU|81175|N|Z|B|100|6|10|E||
AFSC|AFSC|79487|N|Q|C|100|6|13|E||
AFSM|AFSM|65160|N|P|B|100|6|10|E||
AFYA|AFYA|64102|N|Q|C|100|6|13|C||
AG|AG|32285|N|N|A|100|6|4|C||
AGAE|AGAE|59936|N|Q|C|100|6|14|C||
AGCC|AGCC|81509|N|Q|C|100|6|13|O||
AGCO|AGCO|4647|N|N|A|100|6|1|C||
AGD|AGD|16904|N|N|A|100|6|6|U||
AGEM|AGEM|79488|N|Q|C|100|6|14|E||
AGEN|AGEN|129|N|Q|C|100|6|13|C||
AGG|AGG|4651|N|P|B|100|6|11|E||
AGGA|AGGA|80005|N|Q|C|100|6|13|E||
AGGH|AGGH|73483|N|P|B|100|6|10|E||
AGGS|AGGS|77563|N|P|B|100|6|11|E||
AGGY|AGGY|50269|N|P|B|100|6|11|E||
AGH|AGH|79438|N|Q|C|100|6|13|C||
AGI|AGI|37346|N|N|A|100|6|1|C||
AGIG|AGIG|12580|N|A|B|100|6|11|C||
AGIO|AGIO|42388|N|Q|C|100|6|13|C||
AGIQ|AGIQ|81047|N|P|B|100|6|11|E||
AGIX|AGIX|78011|N|Q|C|100|6|14|E||
AGL|AGL|70222|N|N|A|100|6|5|C||
AGM|AGM|4654|N|N|A|100|6|6|C||
AGM A|AGM.A|4655|N|N|A|100|6|7|C||
AGM PRD|AGMpD|63644|N|N|A|100|6|6|P||
AGM PRE|AGMpE|66542|N|N|A|100|6|8|P||
AGM PRF|AGMpF|67364|N|N|A|100|6|5|P||
AGM PRG|AGMpG|70773|N|N|A|100|6|1|P||
AGM PRH|AGMpH|81041|N|N|A|100|6|1|P||
AGMH|AGMH|60899|N|Q|C|100|6|13|O||
AGMI|AGMI|77566|N|Q|C|100|6|14|E||
AGNC|AGNC|27931|N|Q|C|100|6|14|C||
AGNCL|AGNCL|74623|N|Q|C|100|6|14|M||
AGNCM|AGNCM|63126|N|Q|C|100|6|14|P||
AGNCN|AGNCN|59441|N|Q|C|100|6|14|P||
AGNCO|AGNCO|64779|N|Q|C|100|6|13|M||
AGNCP|AGNCP|65564|N|Q|C|100|6|13|P||
AGNCZ|AGNCZ|81119|N|Q|C|100|6|13|P||
AGNG|AGNG|53043|N|Q|C|100|6|14|E||
AGO|AGO|4657|N|N|A|100|6|8|C||
AGOX|AGOX|70535|N|P|B|100|6|11|E||
AGPU|AGPU|42595|N|Q|C|100|6|13|C||
AGQ|AGQ|29621|N|P|B|100|6|10|E||
AGQI|AGQI|76666|N|P|B|100|6|11|E||
AGRH|AGRH|74204|N|P|B|100|6|11|E||
AGRO|AGRO|36451|N|N|A|100|6|4|C||
AGRW|AGRW|79806|N|P|B|100|6|11|E||
AGRZ|AGRZ|81343|N|Q|C|100|6|14|O||
AGX|AGX|10320|N|N|A|100|6|5|C||
AGYS|AGYS|135|N|Q|C|100|6|13|C||
AGZ|AGZ|29285|N|P|B|100|6|11|E||
AGZD|AGZD|43306|N|Q|C|100|6|13|E||
AHCO|AHCO|60895|N|Q|C|100|6|14|C||
AHG|AHG|60011|N|Q|C|100|6|13|A||
AHH|AHH|41954|N|N|A|100|6|2|C||
AHH PRA|AHHpA|63870|N|N|A|100|6|4|P||
AHL|AHL|80066|N|N|A|100|6|3|C||
AHL PRD|AHLpD|53970|N|N|A|100|6|5|P||
AHL PRE|AHLpE|64305|N|N|A|100|6|1|P||
AHL PRF|AHLpF|78988|N|N|A|100|6|8|P||
AHLT|AHLT|76230|N|P|B|100|6|11|E||
AHMA|AHMA|81489|N|Q|C|100|6|13|O||
AHR|AHR|77075|N|N|A|100|6|8|C||
AHT|AHT|4682|N|N|A|100|6|8|C||
AHT PRD|AHTpD|25183|N|N|A|100|6|1|P||
AHT PRF|AHTpF|53491|N|N|A|100|6|6|P||
AHT PRG|AHTpG|54178|N|N|A|100|6|6|P||
AHT PRH|AHTpH|59446|N|N|A|100|6|1|P||
AHT PRI|AHTpI|60165|N|N|A|100|6|6|P||
AHYB|AHYB|72418|N|P|B|100|6|11|E||
AI|AI|68400|N|N|A|100|6|3|C||
AIA|AIA|26259|N|Q|C|100|6|13|E||
AIBD|AIBD|77640|N|P|B|100|6|11|E||
AIBU|AIBU|77639|N|P|B|100|6|11|E||
AIEQ|AIEQ|59889|N|P|B|100|6|10|E||
AIFD|AIFD|77568|N|Q|C|100|6|14|E||
AIFF|AIFF|12610|N|Q|C|100|6|13|C||
AIFU|AIFU|26093|N|Q|C|100|6|13|O||
AIG|AIG|4689|N|N|A|100|6|5|C||
AIHS|AIHS|60776|N|Q|C|100|6|14|C||
AII|AII|80040|N|N|A|100|6|1|C||
AIIA|AIIA|81866|N|N|A|100|6|5|C||
AIIA RT|AIIAr|81867|N|N|A|100|6|5|R||
AIIA U|AIIA.U|81357|N|N|A|100|6|5|I||
AIIO|AIIO|65826|N|Q|C|100|6|14|O||
AIIOW|AIIOW|65828|N|Q|C|100|6|13|W||
AIM|AIM|80382|N|A|B|100|6|10|C||
AIMD|AIMD|74389|N|Q|C|100|6|14|C||
AIMDW|AIMDW|74345|N|Q|C|100|6|13|W||
AIN|AIN|4695|N|N|A|100|6|1|C||
AINP|AINP|79009|N|P|B|100|6|10|E||
AIO|AIO|64904|N|N|A|100|6|5|U||
AIOO|AIOO|80538|N|Z|B|100|6|11|E||
AIOT|AIOT|1982|N|Q|C|100|6|13|C||
AIP|AIP|72145|N|Q|C|100|6|14|C||
AIPI|AIPI|77770|N|Q|C|100|6|13|E||
AIPO|AIPO|80724|N|Q|C|100|6|13|E||
AIQ|AIQ|60985|N|Q|C|100|6|14|E||
AIR|AIR|4698|N|N|A|100|6|6|C||
AIRE|AIRE|76505|N|Q|C|100|6|13|C||
AIRG|AIRG|53655|N|Q|C|100|6|13|C||
AIRI|AIRI|41607|N|A|B|100|6|10|C||
AIRJ|AIRJ|73372|N|Q|C|100|6|14|C||
AIRJW|AIRJW|73373|N|Q|C|100|6|13|W||
AIRO|AIRO|80365|N|Q|C|100|6|14|C||
AIRR|AIRR|43662|N|Q|C|100|6|14|E||
AIRS|AIRS|72177|N|Q|C|100|6|14|C||
AIRT|AIRT|146|N|Q|C|100|6|14|C||
AIRTP|AIRTP|63796|N|Q|C|100|6|14|P||
AIS|AIS|78995|N|P|B|100|6|11|E||
AISP|AISP|70536|N|Q|C|100|6|13|C||
AISPW|AISPW|70537|N|Q|C|100|6|14|W||
AIT|AIT|4700|N|N|A|40|6|4|C||
AIV|AIV|4701|N|N|A|100|6|4|C||
AIVC|AIVC|52652|N|P|B|100|6|11|E||
AIVI|AIVI|16679|N|P|B|100|6|10|E||
AIVL|AIVL|16669|N|P|B|100|6|11|E||
AIXC|AIXC|50158|N|Q|C|100|6|13|C||
AIXI|AIXI|75412|N|Q|C|100|6|13|H||
AIYY|AIYY|76680|N|P|B|100|6|11|E||
AIZ|AIZ|4712|N|N|A|100|6|2|C||
AIZN|AIZN|68297|N|N|A|100|6|6|M||
AJAN|AJAN|76854|N|Z|B|100|6|11|E||
AJG|AJG|4713|N|N|A|40|6|6|C||
AJUL|AJUL|77941|N|Z|B|100|6|11|E||
AKA|AKA|71756|N|N|A|100|6|8|C||
AKAF|AKAF|80488|N|N|A|100|6|4|E||
AKAM|AKAM|148|N|Q|C|100|6|13|C||
AKAN|AKAN|73694|N|Q|C|100|6|13|C||
AKBA|AKBA|43794|N|Q|C|100|6|14|C||
AKO A|AKO.A|4719|N|N|A|100|6|7|A||
AKO B|AKO.B|4720|N|N|A|100|6|4|A||
AKR|AKR|4722|N|N|A|100|6|8|C||
AKRE|AKRE|81536|N|P|B|100|6|11|E||
AKTS|AKTS|82170|N|Q|C|100|6|13|C||
AKTX|AKTX|43475|N|Q|C|100|6|14|A||
AL|AL|4725|N|N|A|100|6|3|C||
ALAB|ALAB|77367|N|Q|C|100|6|14|C||
ALAI|ALAI|77468|N|P|B|100|6|10|E||
ALAR|ALAR|61446|N|Q|C|100|6|14|H||
ALB|ALB|4728|N|N|A|100|6|1|C||
ALB PRA|ALBpA|77322|N|N|A|100|6|7|M||
ALBG|ALBG|82183|N|Q|C|100|6|14|E||
ALBT|ALBT|57470|N|Q|C|100|6|13|C||
ALC|ALC|63404|N|N|A|100|6|6|C||
ALCO|ALCO|158|N|Q|C|100|6|14|C||
ALCY|ALCY|75935|N|Q|C|100|6|13|O||
ALCYU|ALCYU|75665|N|Q|C|100|6|14|I||
ALCYW|ALCYW|75936|N|Q|C|100|6|14|W||
ALDF|ALDF|79079|N|Q|C|100|6|13|O||
ALDFU|ALDFU|78706|N|Q|C|100|6|14|I||
ALDFW|ALDFW|79080|N|Q|C|100|6|13|W||
ALDX|ALDX|43924|N|Q|C|100|6|14|C||
ALEC|ALEC|62957|N|Q|C|100|6|13|C||
ALEX|ALEX|40223|N|N|A|100|6|9|C||
ALF|ALF|78103|N|Q|C|100|6|13|O||
ALFUU|ALFUU|77825|N|Q|C|100|6|14|I||
ALFUW|ALFUW|78104|N|Q|C|100|6|14|W||
ALG|ALG|4732|N|N|A|100|6|4|C||
ALGM|ALGM|68010|N|Q|C|100|6|14|C||
ALGN|ALGN|165|N|Q|C|100|6|14|C||
ALGS|ALGS|67900|N|Q|C|100|6|14|C||
ALGT|ALGT|18406|N|Q|C|100|6|13|C||
ALH|ALH|81401|N|N|A|100|6|9|C||
ALHC|ALHC|69978|N|Q|C|100|6|13|C||
ALIL|ALIL|79910|N|Q|C|100|6|14|E||
ALIS|ALIS|81793|N|Q|C|100|6|13|O||
ALISR|ALISR|81794|N|Q|C|100|6|13|R||
ALISU|ALISU|81505|N|Q|C|100|6|14|I||
ALIT|ALIT|71070|N|N|A|100|6|9|C||
ALK|ALK|4735|N|N|A|100|6|9|C||
ALKS|ALKS|166|N|Q|C|100|6|14|O||
ALKT|ALKT|70216|N|Q|C|100|6|13|C||
ALL|ALL|4736|N|N|A|100|6|9|C||
ALL PRB|ALLpB|41294|N|N|A|100|6|8|P||
ALL PRH|ALLpH|64274|N|N|A|100|6|5|P||
ALL PRI|ALLpI|65023|N|N|A|100|6|2|P||
ALL PRJ|ALLpJ|75789|N|N|A|100|6|5|P||
ALLE|ALLE|43129|N|N|A|100|6|6|C||
ALLO|ALLO|61938|N|Q|C|100|6|14|C||
ALLR|ALLR|73005|N|Q|C|100|6|14|C||
ALLT|ALLT|18263|N|Q|C|100|6|13|C||
ALLW|ALLW|79633|N|Q|C|100|6|14|E||
ALLY|ALLY|43904|N|N|A|100|6|5|C||
ALM|ALM|69198|N|Q|C|100|6|14|C||
ALMS|ALMS|77926|N|Q|C|100|6|14|C||
ALMU|ALMU|79816|N|Q|C|100|6|14|C||
ALNT|ALNT|213|N|Q|C|100|6|14|C||
ALNY|ALNY|174|N|Q|C|40|6|13|C||
ALOT|ALOT|176|N|Q|C|100|6|14|C||
ALOVU|ALOVU|82249|N|Q|C|100|6|13|I||
ALPS|ALPS|81592|N|Q|C|100|6|13|O||
ALRG|ALRG|80584|N|P|B|100|6|11|E||
ALRM|ALRM|50210|N|Q|C|100|6|13|C||
ALRS|ALRS|30370|N|Q|C|100|6|14|C||
ALSN|ALSN|39765|N|N|A|100|6|3|C||
ALT|ALT|6704|N|Q|C|100|6|14|C||
ALTG|ALTG|63488|N|N|A|100|6|1|C||
ALTG PRA|ALTGpA|68652|N|N|A|100|6|6|P||
ALTI|ALTI|70254|N|Q|C|100|6|14|C||
ALTL|ALTL|66830|N|P|B|100|6|11|E||
ALTO|ALTO|3099|N|Q|C|100|6|14|C||
ALTS|ALTS|10518|N|Q|C|100|6|14|C||
ALTY|ALTY|50292|N|Q|C|100|6|13|E||
ALUB|ALUB|82148|N|N|A|100|6|3|C||
ALUB U|ALUB.U|81684|N|N|A|100|6|5|I||
ALUB WS|ALUB.WS|82149|N|N|A|100|6|8|W||
ALUR|ALUR|76095|N|N|A|100|6|7|C||
ALUR WS|ALUR.WS|76096|N|N|A|100|6|5|W||
ALV|ALV|4747|N|N|A|100|6|3|C||
ALVO|ALVO|68090|N|Q|C|100|6|13|O||
ALVOW|ALVOW|68089|N|Q|C|100|6|13|W||
ALX|ALX|4748|N|N|A|100|6|9|C||
ALXO|ALXO|67008|N|Q|C|100|6|14|C||
ALZN|ALZN|70871|N|Q|C|100|6|13|C||
AM|AM|57237|N|N|A|100|6|2|C||
AMAL|AMAL|61395|N|Q|C|100|6|14|C||
AMAT|AMAT|188|N|Q|C|100|6|13|C||
AMAX|AMAX|72370|N|P|B|100|6|11|E||
AMBA|AMBA|40828|N|Q|C|100|6|14|O||
AMBO|AMBO|61082|N|A|B|100|6|11|H||
AMBP|AMBP|71345|N|N|A|100|6|9|C||
AMBQ|AMBQ|80731|N|N|A|100|6|9|C||
AMBR|AMBR|60349|N|Q|C|100|6|14|H||
AMC|AMC|43302|N|N|A|100|6|5|C||
AMCI|AMCI|75149|N|Q|C|100|6|13|O||
AMCR|AMCR|63808|N|N|A|100|6|5|C||
AMCX|AMCX|38376|N|Q|C|100|6|13|C||
AMD|AMD|4755|N|Q|C|100|6|14|C||
AMDD|AMDD|79439|N|Q|C|100|6|13|E||
AMDG|AMDG|79316|N|Q|C|100|6|14|E||
AMDL|AMDL|77353|N|Q|C|100|6|14|E||
AMDU|AMDU|80975|N|Q|C|100|6|14|E||
AMDW|AMDW|80709|N|Z|B|100|6|11|E||
AMDY|AMDY|76327|N|P|B|100|6|11|E||
AME|AME|4756|N|N|A|100|6|2|C||
AMG|AMG|4758|N|N|A|100|6|3|C||
AMGN|AMGN|203|N|Q|C|40|6|13|C||
AMH|AMH|42428|N|N|A|100|6|6|C||
AMH PRG|AMHpG|59202|N|N|A|100|6|3|P||
AMH PRH|AMHpH|61821|N|N|A|100|6|6|P||
AMID|AMID|74479|N|Q|C|100|6|14|E||
AMIX|AMIX|77019|N|Q|C|100|6|13|C||
AMJB|AMJB|77009|N|P|B|100|6|11|E||
AMKR|AMKR|208|N|Q|C|100|6|13|C||
AMLP|AMLP|35660|N|P|B|100|6|11|E||
AMLX|AMLX|73129|N|Q|C|100|6|14|C||
AMN|AMN|4681|N|N|A|100|6|8|C||
