group,symbol,ticker,strategy,fill_time_ns,fill_price,fill_qty,is_buy,mid_price_at_fill,toxicity_at_fill,adverse_measured,adverse_pnl,cancel_ratio,ping_ratio,odd_lot_ratio,precision_ratio,resistance_ratio,trade_flow_imbalance,spread_change_rate,price_momentum
7,53,ACGL,toxicity,1692725535290060736,74.6900,71,0,74.6850,0.1904,1,-0.0533,0.3856,0.0452,0.1805,0.0000,0.0000,0.1597,0.6667,-0.0007
7,53,ACGL,baseline,1692725535290060736,74.6900,71,0,74.6850,0.1904,1,-0.0533,0.3856,0.0452,0.1805,0.0000,0.0000,0.1597,0.6667,-0.0007
7,53,ACGL,baseline,1692725679465613602,74.7200,2,1,74.7200,0.2279,1,0.0000,0.4471,0.0385,0.2758,0.0000,0.0000,0.2681,0.3333,-0.0002
7,53,ACGL,baseline,1692725679465633094,74.7200,2,1,74.7200,0.2257,1,0.0000,0.4432,0.0385,0.2718,0.0000,0.0000,0.2734,0.3333,-0.0002
7,53,ACGL,baseline,1692725679465642655,74.7200,3,1,74.7200,0.2257,1,0.0000,0.4432,0.0385,0.2718,0.0000,0.0000,0.2811,0.3333,-0.0002
7,53,ACGL,baseline,1692725679465653257,74.7200,2,1,74.7200,0.2257,1,0.0000,0.4432,0.0385,0.2718,0.0000,0.0000,0.2862,0.3333,-0.0002
7,53,ACGL,baseline,1692725679465667369,74.7200,3,1,74.7200,0.2257,1,0.0000,0.4432,0.0385,0.2718,0.0000,0.0000,0.2937,0.3333,-0.0002
7,53,ACGL,baseline,1692725700620622794,74.7000,79,1,74.7050,0.1800,1,-0.0237,0.3469,0.0537,0.2030,0.0000,0.0000,0.5570,1.3333,-0.0004
7,148,AKAM,toxicity,1692725756628326625,101.7700,68,1,101.7750,0.2129,1,-0.0510,0.4072,0.0098,0.3201,0.0000,0.0000,0.4717,1.5000,-0.0004
7,148,AKAM,baseline,1692725756628326625,101.7700,68,1,101.7750,0.2129,1,-0.0510,0.4072,0.0098,0.3201,0.0000,0.0000,0.4717,1.5000,-0.0004
