group,symbol,ticker,strategy,fill_time_ns,fill_price,fill_qty,is_buy,mid_price_at_fill,toxicity_at_fill,adverse_measured,adverse_pnl,cancel_ratio,ping_ratio,odd_lot_ratio,precision_ratio,resistance_ratio,trade_flow_imbalance,spread_change_rate,price_momentum
11,402,402,toxicity,1692716276268452932,26.6600,1,1,26.6700,0.1477,1,-0.0016,0.1538,0.1846,0.3282,0.0000,0.0000,-0.8667,0.0000,0.0000
11,402,402,toxicity,1692729347712204789,26.6800,91,1,26.6850,0.1423,0,0.0000,0.3558,0.0000,0.0000,0.0000,0.0000,0.5612,-0.1667,0.0006
11,402,402,baseline,1692716276268452932,26.6600,1,1,26.6700,0.1477,1,-0.0016,0.1538,0.1846,0.3282,0.0000,0.0000,-0.8667,0.0000,0.0000
11,402,402,baseline,1692729347712204789,26.6800,91,1,26.6850,0.1423,0,0.0000,0.3558,0.0000,0.0000,0.0000,0.0000,0.5612,-0.1667,0.0006
11,877,CNMD,toxicity,1692715073217153965,105.1300,96,0,105.1250,0.2241,1,-0.8352,0.4352,0.0505,0.2042,0.0000,0.0926,-0.3853,0.0000,0.0000
11,877,CNMD,baseline,1692715073217153965,105.1300,96,0,105.1250,0.2241,1,-0.8352,0.4352,0.0505,0.2042,0.0000,0.0926,-0.3853,0.0000,0.0000
11,906,COLM,toxicity,1692714750096598857,73.8800,7,0,73.8700,0.0597,0,0.0000,0.0556,0.0000,0.2500,0.0000,0.0000,-1.0000,0.0000,0.0000
11,906,COLM,baseline,1692714750096598857,73.8800,7,0,73.8700,0.0597,0,0.0000,0.0556,0.0000,0.2500,0.0000,0.0000,-1.0000,0.0000,0.0000
11,1166,DLTR,toxicity,1692714970082767561,140.7200,5,0,140.7150,0.1963,1,0.0000,0.2908,0.0684,0.4423,0.0000,0.0000,-1.0000,0.3000,-0.0002
11,1166,DLTR,baseline,1692714970082767561,140.7200,5,0,140.7150,0.1963,1,0.0000,0.2908,0.0684,0.4423,0.0000,0.0000,-1.0000,0.3000,-0.0002
11,1166,DLTR,baseline,1692714970083184418,140.7200,90,0,140.7150,0.1963,1,-0.0135,0.2908,0.0684,0.4423,0.0000,0.0000,-1.0000,0.3000,-0.0002
11,1166,DLTR,baseline,1692716168944653418,140.6600,8,0,140.6500,0.2258,1,-0.0288,0.4151,0.0430,0.3409,0.0000,0.0000,-0.8964,-0.4000,-0.0006
11,1166,DLTR,baseline,1692729367411514668,140.6200,11,1,140.6250,0.2226,0,0.0000,0.3493,0.0263,0.5175,0.0000,0.0000,-0.2821,-0.3000,-0.0008
11,1424,EXPD,toxicity,1692716243470920988,114.2700,7,1,114.2800,0.2384,1,-0.0189,0.3810,0.0775,0.4702,0.0000,0.0000,0.8113,-0.5000,0.0004
11,1424,EXPD,baseline,1692716243470920988,114.2800,7,1,114.2800,0.2384,1,-0.0189,0.3810,0.0775,0.4702,0.0000,0.0000,0.8113,-0.5000,0.0004
11,1474,FCEL,toxicity,1692714847976433587,1.4700,86,1,1.4750,0.1109,1,-0.0258,0.2616,0.0000,0.0417,0.0000,0.0000,1.0000,0.0000,-0.0067
11,1474,FCEL,baseline,1692714847976433587,1.4700,87,1,1.4750,0.1109,1,-0.0261,0.2616,0.0000,0.0417,0.0000,0.0000,1.0000,0.0000,-0.0067
11,1474,FCEL,baseline,1692715026390765627,1.4600,747,1,1.4650,0.1419,1,0.0000,0.3300,0.0100,0.0524,0.0000,0.0000,1.0000,0.0000,-0.0135
11,1474,FCEL,baseline,1692715067525735279,1.4600,253,1,1.4650,0.1409,1,0.0000,0.3286,0.0098,0.0501,0.0000,0.0000,1.0000,0.0000,-0.0135
11,1474,FCEL,baseline,1692715126063725276,1.4600,884,1,1.4650,0.1380,1,0.0000,0.3232,0.0083,0.0472,0.0000,0.0000,1.0000,0.0000,-0.0135
11,1474,FCEL,baseline,1692715126063725276,1.4600,116,1,1.4650,0.1380,1,0.0000,0.3232,0.0083,0.0472,0.0000,0.0000,1.0000,0.0000,-0.0135
11,1474,FCEL,baseline,1692715922092889108,1.4600,256,1,1.4650,0.1359,0,0.0000,0.3204,0.0073,0.0419,0.0000,0.0000,1.0000,0.0000,-0.0135
