group,symbol_index,ticker,baseline_pnl,toxicity_pnl,improvement,baseline_fills,toxicity_fills,quotes_suppressed,baseline_adverse_pnl,toxicity_adverse_pnl,baseline_inv_var,toxicity_inv_var
5,6,AAME,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,18,ABCB,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,61,61,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,65,65,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,66,66,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,67,67,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,68,68,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,69,69,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,70,70,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,71,71,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,74,74,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,76,76,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,77,77,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,79,ARQ,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,82,82,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,83,83,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,84,84,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,85,85,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,86,86,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,87,87,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,88,88,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,90,90,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,115,115,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,129,AGEN,2.2627,0.0145,-2.2482,3,1,1,0.0000,0.0000,253280.3333,0.0000
5,146,AIRT,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,158,ALCO,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,174,ALNY,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,176,ALOT,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,197,197,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,211,211,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,213,ALNT,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,222,AMRN,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,223,AMSC,0.0557,0.0557,0.0000,1,1,0,0.0000,0.0000,0.0000,0.0000
5,232,AMWD,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
5,240,ANDE,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
