group,symbol_index,ticker,baseline_pnl,toxicity_pnl,improvement,baseline_fills,toxicity_fills,quotes_suppressed,baseline_adverse_pnl,toxicity_adverse_pnl,baseline_inv_var,toxicity_inv_var
10,6,AAME,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,61,61,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,65,65,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,66,66,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,67,67,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,68,68,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,69,69,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,70,70,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,71,71,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,74,74,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,76,76,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,77,77,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,79,ARQ,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,82,82,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,83,83,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,84,84,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,85,85,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,86,86,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,87,87,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
10,88,88,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000
