group,symbol,ticker,strategy,fill_time_ns,fill_price,fill_qty,is_buy,mid_price_at_fill,toxicity_at_fill,adverse_measured,adverse_pnl,cancel_ratio,ping_ratio,odd_lot_ratio,precision_ratio,resistance_ratio,trade_flow_imbalance,spread_change_rate,price_momentum
1,53,ACGL,toxicity,1692723103169207315,74.9100,18,1,74.9200,0.1689,1,-0.0486,0.3296,0.0519,0.1778,0.0000,0.0000,0.9818,-0.5714,0.0051
1,53,ACGL,baseline,1692723103169207315,74.9200,18,1,74.9200,0.1689,1,-0.0486,0.3296,0.0519,0.1778,0.0000,0.0000,0.9818,-0.5714,0.0051
1,72,RAMP,toxicity,1692711159118783704,31.2100,100,0,31.2050,0.1054,1,-0.2400,0.1927,0.0000,0.1887,0.0000,0.0000,-0.9093,-0.8924,-0.0315
1,72,RAMP,baseline,1692711159118783704,31.2100,100,0,31.2050,0.1054,1,-0.2400,0.1927,0.0000,0.1887,0.0000,0.0000,-0.9093,-0.8924,-0.0315
1,129,AGEN,toxicity,1692711117266153157,1.4400,4,1,1.4450,0.1425,1,-0.0012,0.3122,0.0238,0.0858,0.0000,0.0000,1.0000,0.0000,0.0000
1,129,AGEN,toxicity,1692711117266153157,1.4400,61,1,1.4450,0.1425,1,-0.0183,0.3122,0.0238,0.0858,0.0000,0.0000,1.0000,0.0000,0.0000
1,129,AGEN,baseline,1692711117266153157,1.4400,4,1,1.4450,0.1425,1,-0.0012,0.3122,0.0238,0.0858,0.0000,0.0000,1.0000,0.0000,0.0000
1,129,AGEN,baseline,1692711117266153157,1.4400,61,1,1.4450,0.1425,1,-0.0183,0.3122,0.0238,0.0858,0.0000,0.0000,1.0000,0.0000,0.0000
1,129,AGEN,baseline,1692711184495125463,1.4500,655,1,1.4550,0.1709,1,-0.1965,0.4041,0.0062,0.0536,0.0000,0.0000,0.3666,0.0000,0.0069
1,129,AGEN,baseline,1692711190582156060,1.4500,98,0,1.4450,0.1697,1,-0.0588,0.3906,0.0046,0.0832,0.0000,0.0000,0.3145,0.0000,0.0000
1,129,AGEN,baseline,1692711190582156060,1.4500,123,0,1.4450,0.1697,1,-0.0738,0.3906,0.0046,0.0832,0.0000,0.0000,0.2557,0.0000,0.0000
1,363,GHI,toxicity,1692711162781193331,15.8300,9,0,15.8250,0.2533,0,0.0000,0.0333,0.6000,0.8000,0.0000,0.0000,-1.0000,0.0000,0.0000
1,363,GHI,baseline,1692711162781193331,15.8300,9,0,15.8250,0.2533,0,0.0000,0.0333,0.6000,0.8000,0.0000,0.0000,-1.0000,0.0000,0.0000
1,363,GHI,baseline,1692711162781199788,15.8300,9,0,15.8250,0.2533,0,0.0000,0.0333,0.6000,0.8000,0.0000,0.0000,-1.0000,0.0000,0.0000
1,378,ATRC,toxicity,1692723560847275354,47.9100,2,1,47.9150,0.1850,0,0.0000,0.1222,0.2500,0.5000,0.0000,0.1111,1.0000,0.0000,0.0000
1,378,ATRC,baseline,1692723560847275354,47.9100,2,1,47.9150,0.1850,0,0.0000,0.1222,0.2500,0.5000,0.0000,0.1111,1.0000,0.0000,0.0000
1,659,CASS,toxicity,1692723331209074925,38.2700,93,0,38.2600,0.0917,0,0.0000,0.0000,0.0000,0.5000,0.0000,0.1667,-1.0000,0.0000,0.0000
1,659,CASS,baseline,1692723331209074925,38.2700,93,0,38.2600,0.0917,0,0.0000,0.0000,0.0000,0.5000,0.0000,0.1667,-1.0000,0.0000,0.0000
1,682,CBRL,toxicity,1692723547755982455,83.0800,92,1,83.0850,0.1993,0,0.0000,0.3091,0.2096,0.2247,0.0000,0.0000,1.0000,-0.7963,-0.0059
1,682,CBRL,toxicity,1692723547755982455,83.0800,1,1,83.0850,0.1993,0,0.0000,0.3091,0.2096,0.2247,0.0000,0.0000,1.0000,-0.7963,-0.0059
1,682,CBRL,baseline,1692723547755982455,83.0800,92,1,83.0850,0.1993,0,0.0000,0.3091,0.2096,0.2247,0.0000,0.0000,1.0000,-0.7963,-0.0059
1,682,CBRL,baseline,1692723547755982455,83.0800,1,1,83.0850,0.1993,0,0.0000,0.3091,0.2096,0.2247,0.0000,0.0000,1.0000,-0.7963,-0.0059
1,918,CORT,toxicity,1692711310085694436,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,toxicity,1692711310085694436,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085694436,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085694436,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085704450,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085709666,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085720268,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085727333,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085727333,31.3200,9,0,31.3150,0.0306,1,-0.0203,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,918,CORT,baseline,1692711310085787849,31.3200,28,0,31.3150,0.0306,1,-0.0630,0.0556,0.0000,0.0556,0.0000,0.0000,-1.0000,0.0000,0.0000
1,1039,CTSH,toxicity,1692711373921343836,69.3800,1,1,69.3900,0.2022,1,-0.0008,0.3455,0.0333,0.3824,0.0000,0.0000,-0.5000,-0.7143,0.0049
1,1039,CTSH,toxicity,1692723144544775039,69.3100,3,0,69.3050,0.2243,1,-0.0013,0.4646,0.0238,0.2247,0.0000,0.0000,-0.5238,-0.7619,0.0036
1,1039,CTSH,toxicity,1692723493666703343,69.3000,1,0,69.2950,0.2281,1,-0.0009,0.4482,0.0981,0.1944,0.0000,0.0000,-0.2500,-0.7619,0.0035
1,1039,CTSH,baseline,1692711373921343836,69.3800,1,1,69.3900,0.2022,1,-0.0008,0.3455,0.0333,0.3824,0.0000,0.0000,-0.5000,-0.7143,0.0049
1,1039,CTSH,baseline,1692711428848466343,69.3700,8,0,69.3700,0.1784,1,-0.0264,0.3754,0.0000,0.1883,0.0000,0.0000,-0.7059,-0.4286,0.0046
1,1039,CTSH,baseline,1692723144544775039,69.3100,3,0,69.3050,0.2243,1,-0.0013,0.4646,0.0238,0.2247,0.0000,0.0000,-0.5238,-0.7619,0.0036
1,1039,CTSH,baseline,1692723493666703343,69.3000,1,0,69.2950,0.2281,1,-0.0009,0.4482,0.0981,0.1944,0.0000,0.0000,-0.2500,-0.7619,0.0035
1,1039,CTSH,baseline,1692723493666752760,69.3000,18,0,69.2950,0.2281,1,-0.0162,0.4482,0.0981,0.1944,0.0000,0.0000,-0.3478,-0.7619,0.0035
1,1039,CTSH,baseline,1692723493666752760,69.3000,1,0,69.2950,0.2281,1,-0.0009,0.4482,0.0981,0.1944,0.0000,0.0000,-0.3525,-0.7619,0.0035
1,1264,1264,toxicity,1692711085684623050,14.3500,89,0,14.3400,0.0000,1,-0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000
1,1264,1264,baseline,1692711085684623050,14.3500,89,0,14.3400,0.0000,1,-0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000
1,1264,1264,baseline,1692711473550072568,14.1300,22,1,14.1350,0.0417,1,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.4675,0.0833,-0.0143
1,1264,1264,baseline,1692711473550143671,14.1300,256,1,14.1350,0.0417,1,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.6024,0.0833,-0.0143
1,1264,1264,baseline,1692711473550143671,14.1300,100,1,14.1350,0.0417,1,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.6382,0.0833,-0.0143
1,1264,1264,baseline,1692711473550163365,14.1300,300,1,14.1350,0.0417,1,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.7151,0.0833,-0.0143
1,1264,1264,baseline,1692711473550163365,14.1300,56,1,14.1350,0.0417,1,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.7260,0.0833,-0.0143
1,1264,1264,baseline,1692711473550622226,14.1300,266,1,14.1350,0.0417,1,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.7725,0.0833,-0.0143
1,1264,1264,baseline,1692711553986240689,14.1400,253,0,14.1350,0.1422,1,0.0000,0.1583,0.0111,0.2889,0.0000,0.3333,0.6159,0.0833,-0.0143
1,1264,1264,baseline,1692711553986302359,14.1400,147,0,14.1350,0.1422,1,0.0000,0.1583,0.0111,0.2889,0.0000,0.3333,0.5213,0.0833,-0.0143
1,1264,1264,baseline,1692711553986302359,14.1400,100,0,14.1350,0.1422,1,0.0000,0.1583,0.0111,0.2889,0.0000,0.3333,0.4630,0.0833,-0.0143
1,1264,1264,baseline,1692711553986319115,14.1400,247,0,14.1350,0.1401,1,0.0000,0.1530,0.0111,0.2889,0.0000,0.3333,0.3366,0.0833,-0.0143
1,1264,1264,baseline,1692711553987188000,14.1400,100,0,14.1350,0.1401,1,-0.2400,0.1530,0.0111,0.2889,0.0000,0.3333,0.2914,0.0833,-0.0143
1,1264,1264,baseline,1692711579445921432,14.0800,62,1,14.0850,0.1521,1,0.0000,0.1757,0.0098,0.2794,0.0000,0.3799,0.3083,-0.4167,-0.0178
1,1264,1264,baseline,1692723196157400602,13.9800,51,0,13.9750,0.1119,1,0.0000,0.2519,0.0000,0.0741,0.0000,0.0000,0.2678,-0.5833,-0.0255
1,1264,1264,baseline,1692723196157412400,13.9800,104,0,13.9750,0.1119,1,0.0000,0.2519,0.0000,0.0741,0.0000,0.0000,0.2284,-0.5833,-0.0255
1,1264,1264,baseline,1692723303617065136,13.9700,15,0,13.9650,0.1512,1,0.0000,0.3120,0.0000,0.0926,0.0000,0.1250,0.2174,-0.7500,-0.0262
1,1264,1264,baseline,1692723303617118953,13.9700,15,0,13.9650,0.1512,1,0.0000,0.3120,0.0000,0.0926,0.0000,0.1250,0.2120,-0.7500,-0.0262
