group,symbol,ticker,strategy,fill_time_ns,fill_price,fill_qty,is_buy,mid_price_at_fill,toxicity_at_fill,adverse_measured,adverse_pnl,cancel_ratio,ping_ratio,odd_lot_ratio,precision_ratio,resistance_ratio,trade_flow_imbalance,spread_change_rate,price_momentum
5,129,AGEN,toxicity,1692712523067841363,1.4100,6,1,1.4150,0.1604,1,0.0000,0.3739,0.0102,0.0588,0.0000,0.0000,1.0000,-0.5000,-0.0105
5,129,AGEN,baseline,1692712523067841363,1.4100,6,1,1.4150,0.1604,1,0.0000,0.3739,0.0102,0.0588,0.0000,0.0000,1.0000,-0.5000,-0.0105
5,129,AGEN,baseline,1692712762315243729,1.4100,800,1,1.4150,0.1611,0,0.0000,0.3717,0.0133,0.0649,0.0000,0.0000,1.0000,-0.5000,-0.0105
5,129,AGEN,baseline,1692712762315243729,1.4100,129,1,1.4150,0.1611,0,0.0000,0.3717,0.0133,0.0649,0.0000,0.0000,1.0000,-0.5000,-0.0105
5,223,AMSC,toxicity,1692722159924221437,8.8000,23,1,8.8100,0.0861,0,0.0000,0.1667,0.0000,0.0556,0.0000,0.1111,0.3668,-0.7778,-0.0173
5,223,AMSC,baseline,1692722159924221437,8.8000,23,1,8.8100,0.0861,0,0.0000,0.1667,0.0000,0.0556,0.0000,0.1111,0.3668,-0.7778,-0.0173
5,402,402,toxicity,1692712528230482469,26.6000,100,1,26.6050,0.0444,1,0.0000,0.1111,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
5,402,402,baseline,1692712528230482469,26.6000,100,1,26.6050,0.0444,1,0.0000,0.1111,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
5,402,402,baseline,1692718979909659828,26.6300,6,1,26.6400,0.0229,1,0.0000,0.0417,0.0000,0.0417,0.0000,0.0000,1.0000,1.4000,0.0013
5,402,402,baseline,1692719199569553827,26.6300,1,1,26.6400,0.0596,1,-0.0021,0.0577,0.0962,0.1154,0.0000,0.0000,1.0000,1.4000,0.0013
5,402,402,baseline,1692719199569553827,26.6300,1,1,26.6400,0.0596,1,-0.0021,0.0577,0.0962,0.1154,0.0000,0.0000,1.0000,1.4000,0.0013
5,402,402,baseline,1692719199569553827,26.6300,1,1,26.6400,0.0596,1,-0.0021,0.0577,0.0962,0.1154,0.0000,0.0000,1.0000,1.4000,0.0013
5,418,AXTI,toxicity,1692712676372021683,2.4300,1,1,2.4350,0.1352,1,0.0000,0.3313,0.0077,0.0077,0.0000,0.0000,1.0000,0.0000,0.0000
5,418,AXTI,toxicity,1692712676372099817,2.4300,5,1,2.4350,0.1352,0,0.0000,0.3313,0.0077,0.0077,0.0000,0.0000,1.0000,0.0000,0.0000
5,418,AXTI,baseline,1692712676372021683,2.4300,1,1,2.4350,0.1352,1,0.0000,0.3313,0.0077,0.0077,0.0000,0.0000,1.0000,0.0000,0.0000
5,418,AXTI,baseline,1692712676372099817,2.4300,5,1,2.4350,0.1352,0,0.0000,0.3313,0.0077,0.0077,0.0000,0.0000,1.0000,0.0000,0.0000
5,418,AXTI,baseline,1692712676372274824,2.4300,48,1,2.4350,0.1352,0,0.0000,0.3313,0.0077,0.0077,0.0000,0.0000,1.0000,0.0000,0.0000
5,580,AZTA,toxicity,1692721840697342087,55.6700,17,1,55.6800,0.2112,1,-0.0229,0.3984,0.0000,0.3452,0.0000,0.0000,0.3191,-0.7647,-0.0053
